,Test_Num,Trial_Num,PSM_Count,PSM_Count_Diff,PSM_Hex,FLIR_Ped_Time,V2XHub_FLIR_Rx_Time,FLIR_Ped_V2XHub_Diff(s),V2XHub_FLIR_IPG(s),V2XHub_PSM_Create_Time,V2XHub_Processing_Time(s),V2XHub_RSU_Communication(s),RSU_Tx_Time,Carma_OBU_Rx_Time,psm_speed_tx,Incoming_psm_timestamp_converted,External_Object_timestamp_converted,External_Object_Speed,V2XHub_PSM_TTI(s),RSU_TTI(s),OBU_IPG(s),RSU_OBU_Latency(s),FLIR_Rx_OBU_Latency(s),FLIR_Rx_Incoming_PSM_Latency(s),Platform_Processing_Time(s),End_To_End_Latency(s),PER
10,1,2,44,1.0,002033200002024ab2519140004cdcfdc73d4dcb01ffffffff01f4a10480fcfccb855e024ad693a3fed693a400010000400010000000,1653389278.293,1653389278.2970002,0.004000186920166016,0.10000014305114746,1653389278.2979999,0.0009996891021728516,0.004286050796508789,1653389278.302286,1653389278.3030796,62,1653389278.267957,1653389278.309774,62.0,0.10099983215332033,0.1007847785949707,0.10091257095336914,0.0007936954498291018,0.006079435348510742,-0.029043197631835938,0.04181694984436035,0.012773752212524414,
11,1,2,45,1.0,0020332000020312b6519140004cdcfdc73d4dcb01ffffffff01b4b00480fcfccb855e0312d693a3fed693a400010000400010000000,1653389278.393,1653389278.397,0.004000186920166016,0.09999990463256836,1653389278.3979998,0.0009996891021728516,0.003965377807617188,1653389278.4019651,1653389278.402839,54,1653389278.367922,1653389278.418034,54.0,0.09999990463256836,0.09967923164367676,0.09975934028625487,0.0008738040924072268,0.005838871002197266,-0.02907800674438477,0.05011200904846192,0.02103400230407715,
12,1,2,46,1.0,00203320000203dcba519140004cdcfda63d4dcaf9ffffffff01acb00480fcfccb855e03dcd693a3fed693a400010000400010000000,1653389278.494,1653389278.498,0.003999948501586914,0.10099983215332033,1653389278.4989998,0.0009999275207519533,0.003438234329223633,1653389278.502438,1653389278.503208,53,1653389278.471267,1653389278.503905,53.0,0.1010000705718994,0.10047292709350586,0.10036897659301758,0.0007698535919189452,0.005208015441894531,-0.0267329216003418,0.0326380729675293,0.0059051513671875,
13,1,2,47,1.0,00203320000204a6be519140004cdcfda43d4dcaf1ffffffff01e4bf0480fcfccb855e04a6d693a3fed693a400010000400010000000,1653389278.595,1653389278.599,0.003999948501586914,0.1010000705718994,1653389278.6,0.0009999275207519533,0.004234075546264648,1653389278.604234,1653389278.605151,60,1653389278.572089,1653389278.645081,60.0,0.1010000705718994,0.10179591178894044,0.1019430160522461,0.0009169578552246094,0.006150960922241211,-0.026911020278930664,0.07299208641052246,0.0460810661315918,
14,1,2,48,1.0,002033200002056ec2519140004cdcfda23d4dcae9ffffffff01e4ba0480fcfccb855e056ed693a3fed693a400010000400010000000,1653389278.695,1653389278.7,0.005000114440917969,0.1010000705718994,1653389278.7,0.0,0.004255056381225586,1653389278.704255,1653389278.705267,60,1653389278.773906,1653389278.7739189,60.0,0.10000014305114746,0.1000211238861084,0.10011601448059082,0.0010118484497070312,0.005266904830932617,0.07390594482421875,1.3113021850585938e-05,0.07391905784606934,
15,1,2,51,1.0,00203320000207c8ce519140004cdcfda63d4dcaf9ffffffff016cb00480fcfccb855e07c8d693a3fed693a400010000400010000000,1653389278.996,1653389279.0,0.003999948501586914,0.09999990463256836,1653389279.0010002,0.0010001659393310547,0.0038497447967529297,1653389279.00485,1653389279.00588,45,1653389278.9713411,1653389279.079927,45.0,0.10000014305114746,0.10067987442016604,0.10074496269226074,0.0010302066802978516,0.005880117416381836,-0.02865886688232422,0.10858583450317384,0.07992696762084961,
16,1,2,52,1.0,00203320000200bcd2519140004cdcfd7c3d4dcac9ffffffff0324b00480fcfccb855e00bcd693a3fed693a400010000400010000000,1653389279.094,1653389279.0979998,0.003999710083007813,0.09799981117248537,1653389279.099,0.0010001659393310547,0.0018961429595947266,1653389279.1008961,1653389279.101578,100,1653389279.08937,1653389279.135742,100.0,0.09799981117248537,0.09604620933532716,0.09569787979125977,0.0006818771362304688,0.00357818603515625,-0.008629798889160156,0.0463719367980957,0.03774213790893555,
17,1,2,53,1.0,0020332000020182d6519140004cdcfd783d4dcab8ffffffff0364ce0480fcfccb855e0182d693a3fed693a400010000400010000000,1653389279.1929998,1653389279.197,0.003999948501586914,0.09900021553039552,1653389279.198,0.0009999275207519533,0.004112005233764648,1653389279.202112,1653389279.202817,108,1653389279.165981,1653389279.2662652,108.0,0.0989999771118164,0.10121583938598633,0.10123896598815918,0.0007050037384033202,0.005816936492919922,-0.031018972396850582,0.10028386116027832,0.06926488876342772,
18,1,2,54,1.0,002033200002024ada519140004cdcfd5a3d4dcab9ffffffff03f4ce0480fcfccb855e024ad693a3fed693a400010000400010000000,1653389279.293,1653389279.2970002,0.004000186920166016,0.10000014305114746,1653389279.2979999,0.0009996891021728516,0.0037391185760498047,1653389279.301739,1653389279.302636,126,1653389279.2669759,1653389279.345636,126.0,0.09999990463256836,0.09962701797485353,0.09981894493103027,0.0008969306945800781,0.005635738372802734,-0.030024290084838867,0.0786600112915039,0.04863572120666504,
19,1,2,55,1.0,0020332000020312de519140004cdcfd3d3d4dcabaffffffff04bcc90480fcfccb855e0312d693a3fed693a400010000400010000000,1653389279.393,1653389279.3979998,0.004999876022338867,0.1009995937347412,1653389279.399,0.0010001659393310547,0.003502130508422852,1653389279.402502,1653389279.403266,151,1653389279.3671858,1653389279.411735,151.0,0.1010000705718994,0.10076308250427246,0.1006300449371338,0.0007638931274414062,0.005266189575195313,-0.03081393241882324,0.044549226760864265,0.013735294342041016,
20,1,2,56,1.0,00203320000203dce2519140004cdcfd3b3d4dcab2ffffffff04bcba0480fcfccb855e03dcd693a3fed693a400010000400010000000,1653389279.494,1653389279.498,0.003999948501586914,0.10000014305114746,1653389279.4989998,0.0009999275207519533,0.00399017333984375,1653389279.50299,1653389279.5037725,151,1653389279.475858,1653389279.534618,151.0,0.09999990463256836,0.10048794746398926,0.10050654411315918,0.0007824897766113281,0.005772590637207031,-0.02214193344116211,0.05875992774963379,0.03661799430847168,
21,1,2,60,1.0,00203320000206fef2519140004cdcfcfd3d4dca9dffffffff02bca60480fcfccb855e06fed693a3fed693a400010000400010000000,1653389279.895,1653389279.9,0.005000114440917969,0.1010000705718994,1653389279.901,0.0009999275207519533,0.0034890174865722656,1653389279.904489,1653389279.905383,87,1653389279.8699632,1653389279.945617,87.0,0.1010000705718994,0.10033702850341797,0.10016322135925293,0.0008940696716308594,0.005383014678955078,-0.03003692626953125,0.0756537914276123,0.045616865158081055,
22,1,2,61,1.0,00203320000207c8f6519140004cdcfcfb3d4dca95ffffffff02bca10480fcfccb855e07c8d693a3fed693a400010000400010000000,1653389279.996,1653389280.0,0.003999948501586914,0.09999990463256836,1653389280.0010002,0.0010001659393310547,0.003945827484130859,1653389280.004946,1653389280.0058842,87,1653389279.986824,1653389280.048618,87.0,0.10000014305114746,0.10045695304870604,0.10050106048583984,0.0009381771087646484,0.005884170532226562,-0.01317596435546875,0.06179404258728027,0.048618078231811516,
23,1,2,63,1.0,0020332000020182fe519140004cdcfcf73d4dca85ffffffff01e4a10480fcfccb85600182d693a3fed693a400010000400010000000,1653389280.1929998,1653389280.197,0.003999948501586914,0.09900021553039552,1653389280.198,0.0009999275207519533,0.00409388542175293,1653389280.2020938,1653389280.2027464,60,1653389280.268532,1653389280.305544,60.0,0.0989999771118164,0.10115528106689453,0.10111737251281737,0.0006525516510009768,0.005746364593505859,0.07153201103210449,0.03701186180114746,0.10854387283325197,
24,1,2,64,1.0,002033200002024f02519140004cdcfcf53d4dca7dffffffff01e4a10480fcfccb8560024ed693a3fed693a400010000400010000000,1653389280.295,1653389280.2979999,0.0029997825622558594,0.10099983215332033,1653389280.299,0.0010001659393310547,0.004198074340820313,1653389280.303198,1653389280.3039432,60,1653389280.268532,1653389280.305544,60.0,0.1010000705718994,0.1011042594909668,0.1011967658996582,0.0007450580596923827,0.00594329833984375,-0.02946782112121582,0.03701186180114746,0.007544040679931641,
25,1,2,65,1.0,002033200002031506519140004cdcfcbd3d4dca79ffffffff02dca10480fcfccb85600314d693a3fed693a400010000400010000000,1653389280.394,1653389280.3979998,0.003999710083007813,0.09999990463256836,1653389280.399,0.0010001659393310547,0.004024028778076172,1653389280.403024,1653389280.403816,91,1653389280.367445,1653389280.41634,91.0,0.09999990463256836,0.09982585906982422,0.09987282752990724,0.0007920265197753906,0.005816221237182617,-0.030554771423339844,0.04889512062072754,0.01834034919738769,
26,1,2,69,1.0,002033200002063d16519140004cdcfd0e3d4dca6cffffffff06e4bf0480fcfccb8560063cd693a3fed693a400010000400010000000,1653389280.798,1653389280.803,0.004999876022338867,0.10299992561340332,1653389280.804,0.0009999275207519533,0.003576040267944336,1653389280.807576,1653389280.8083858,220,1653389280.80751,1653389280.833722,220.0,0.10299992561340332,0.1025857925415039,0.10263395309448242,0.0008099079132080077,0.005385875701904297,0.004509925842285156,0.026212215423583984,0.030722141265869137,
27,1,2,74,1.0,002033200002024d2a519140004cdcfd293d4dca62ffffffff04f4d30480fcfccb8560024cd693a3fed693a400010000400010000000,1653389281.294,1653389281.2979999,0.003999948501586914,0.0989999771118164,1653389281.299,0.0010001659393310547,0.003408908843994141,1653389281.302409,1653389281.3032188,158,1653389281.273348,1653389281.317844,158.0,0.0989999771118164,0.09898996353149414,0.09899020195007324,0.0008099079132080077,0.005218982696533203,-0.024651765823364258,0.04449582099914552,0.01984405517578125,
28,1,2,75,1.0,00203320000203172e519140004cdcfc863d4dca6dffffffff0a9c6f0480fcfccb85600316d693a3fed693a400010000400010000000,1653389281.395,1653389281.399,0.003999948501586914,0.1010000705718994,1653389281.4,0.0010001659393310547,0.004033803939819336,1653389281.404034,1653389281.405081,339,1653389281.3688688,1653389281.407881,339.0,0.1010000705718994,0.1016249656677246,0.10186219215393066,0.0010471343994140623,0.006081104278564453,-0.030131101608276367,0.03901219367980957,0.008881092071533203,
29,1,2,76,1.0,00203320000203e532519140004cdcfc843d4dca65ffffffff0ad4510480fcfccb856003e4d693a3fed693a400010000400010000000,1653389281.498,1653389281.502,0.004000186920166016,0.10300016403198242,1653389281.5029998,0.0009996891021728516,0.0035431385040283203,1653389281.506543,1653389281.5073981,346,1653389281.473282,1653389281.525196,346.0,0.10299968719482422,0.1025090217590332,0.10231709480285643,0.0008552074432373048,0.005398035049438477,-0.028717994689941406,0.051913976669311516,0.023195981979370117,
30,1,2,87,1.0,00203320000204b35e519140004cdcfbe43d4dca28ffffffff078c600480fcfccb856004b2d693a3fed693a400010000400010000000,1653389282.601,1653389282.606,0.004999876022338867,0.10399985313415527,1653389282.607,0.0010001659393310547,0.0037224292755126953,1653389282.6107225,1653389282.611578,241,1653389282.5885632,1653389282.626535,241.0,0.10400032997131348,0.1040956974029541,0.10414791107177734,0.0008554458618164062,0.005578041076660156,-0.017436742782592773,0.03797173500061035,0.02053499221801757,
31,1,2,88,1.0,002033200002057562519140004cdcfbe23d4dca21ffffffff06f4650480fcfccb85600574d693a3fed693a400010000400010000000,1653389282.698,1653389282.7029998,0.004999876022338867,0.0969998836517334,1653389282.704,0.0010001659393310547,0.003940105438232422,1653389282.70794,1653389282.708859,222,1653389282.767682,1653389282.7677062,222.0,0.0969998836517334,0.09721755981445312,0.09728097915649414,0.0009188652038574221,0.005859136581420898,0.0646822452545166,2.384185791015625e-05,0.06470608711242676,
32,1,2,89,1.0,002033200002064166519140004cdcfbcc3d4dca24ffffffff060c7e0480fcfccb85600640d693a3fed693a400010000400010000000,1653389282.8,1653389282.805,0.005000114440917969,0.10200023651123047,1653389282.805,0.0,0.004103899002075195,1653389282.809104,1653389282.8100722,193,1653389282.774994,1653389282.936362,193.0,0.1010000705718994,0.1011638641357422,0.1012132167816162,0.0009682178497314453,0.005072116851806641,-0.03000617027282715,0.16136813163757324,0.1313619613647461,
33,1,2,90,1.0,00203320000207096a519140004cdcfbb43d4dca1fffffffff060c740480fcfccb85600708d693a3fed693a400010000400010000000,1653389282.9,1653389282.905,0.004999876022338867,0.09999990463256836,1653389282.9060001,0.0010001659393310547,0.0036537647247314453,1653389282.909654,1653389282.910579,193,1653389282.774994,1653389282.936362,193.0,0.1010000705718994,0.10054993629455566,0.10050678253173828,0.0009250640869140623,0.005578994750976562,-0.1300060749053955,0.16136813163757324,0.031362056732177734,
34,1,2,91,1.0,00203320000207cf6e519140004cdcfbb33d4dca18ffffffff03ac740480fcfccb856007ced693a3fed693a400010000400010000000,1653389282.9989998,1653389283.004,0.004999876022338867,0.0989999771118164,1653389283.005,0.0010001659393310547,0.003869771957397461,1653389283.00887,1653389283.0097039,117,1653389282.981227,1653389283.0290651,117.0,0.0989999771118164,0.09921598434448242,0.09912490844726562,0.0008339881896972656,0.005703926086425781,-0.022773027420043945,0.04783797264099121,0.025064945220947262,
35,1,2,93,1.0,002033200002018976519140004cdcfbb33d4dca18ffffffff01d46f0480fcfccb85600188d693a3fed693a400010000400010000000,1653389283.196,1653389283.2020001,0.006000041961669922,0.09800028800964357,1653389283.2029998,0.0009996891021728516,0.003812074661254883,1653389283.206812,1653389283.2074964,58,1653389283.17575,1653389283.2213712,58.0,0.0989999771118164,0.10026288032531737,0.10038304328918456,0.0006844997406005857,0.00549626350402832,-0.026250123977661133,0.04562091827392578,0.01937079429626465,
36,1,2,95,1.0,00203320000203197e519140004cdcfbc73d4dca0effffffff012c6a0480fcfccb85600318d693a3fed693a400010000400010000000,1653389283.396,1653389283.401,0.005000114440917969,0.0989999771118164,1653389283.4020002,0.0010001659393310547,0.004178762435913086,1653389283.406179,1653389283.4071221,37,1653389283.370217,1653389283.4324641,37.0,0.09900021553039552,0.09946799278259276,0.09965252876281737,0.0009431838989257812,0.006122112274169922,-0.03078293800354004,0.06224679946899414,0.0314638614654541,
37,1,2,98,1.0,00203320000205778a519140004cdcfbb13d4dca11ffffffff050c5b0480fcfccb85600576d693a3fed693a400010000400010000000,1653389283.699,1653389283.704,0.005000114440917969,0.0989999771118164,1653389283.705,0.0009999275207519533,0.003350257873535156,1653389283.7083502,1653389283.709111,161,1653389283.78481,1653389283.787859,161.0,0.0989999771118164,0.09828710556030272,0.0982670783996582,0.0007607936859130857,0.005110979080200195,0.0808100700378418,0.003048896789550781,0.08385896682739258,
38,1,2,99,1.0,00203320000206578e519140004cdcfbb03d4dca0affffffff050c600480fcfccb85600656d693a3fed693a400010000400010000000,1653389283.811,1653389283.815,0.003999948501586914,0.11100006103515624,1653389283.816,0.0009999275207519533,0.0040738582611083984,1653389283.8200738,1653389283.8209412,161,1653389283.7952766,1653389283.8472786,161.0,0.11100006103515624,0.11172366142272948,0.11183023452758788,0.0008673667907714844,0.005941152572631836,-0.019723176956176758,0.0520021915435791,0.032279014587402344,
39,1,2,101,1.0,002033200002000196519140004cdcfb583d4dc9ffffffffff05d4740480fcfccb85600000d693a3fed693a400010000400010000000,1653389284.0,1653389284.006,0.006000041961669922,0.09999990463256836,1653389284.0070002,0.0010001659393310547,0.0035448074340820312,1653389284.010545,1653389284.0113811,186,1653389283.980781,1653389284.021278,186.0,0.1010000705718994,0.10022187232971193,0.1002671718597412,0.0008361339569091798,0.005381107330322266,-0.025218963623046875,0.040496826171875,0.015277862548828125,
40,1,2,103,1.0,002033200002018b9e519140004cdcfb563d4dc9f9ffffffff037c650480fcfccb8560018ad693a3fed693a400010000400010000000,1653389284.197,1653389284.2020001,0.005000114440917969,0.09999990463256836,1653389284.2029998,0.0009996891021728516,0.002608060836791992,1653389284.205608,1653389284.206266,111,1653389284.173637,1653389284.218577,111.0,0.09999990463256836,0.09993386268615724,0.09980010986328124,0.0006580352783203125,0.004265785217285156,-0.02836322784423828,0.04493999481201172,0.016576766967773438,
41,1,2,104,1.0,0020332000020253a2519140004cdcfb553d4dc9f2ffffffff037c650480fcfccb85600252d693a3fed693a400010000400010000000,1653389284.2970002,1653389284.302,0.005000114440917969,0.09999990463256836,1653389284.303,0.0009999275207519533,0.004441022872924805,1653389284.307441,1653389284.308268,111,1653389284.280946,1653389284.308485,111.0,0.10000014305114746,0.10183310508728027,0.10200214385986328,0.0008270740509033202,0.006268024444580078,-0.02105402946472168,0.02753901481628418,0.0064849853515625,
42,1,2,105,1.0,002033200002031da6519140004cdcfb413d4dc9f5ffffffff01cc5b0480fcfccb8560031cd693a3fed693a400010000400010000000,1653389284.3979998,1653389284.4029999,0.004999876022338867,0.10099983215332033,1653389284.404,0.0010001659393310547,0.0033309459686279297,1653389284.407331,1653389284.408214,57,1653389284.387625,1653389284.412983,57.0,0.1010000705718994,0.09988999366760254,0.0999460220336914,0.0008831024169921875,0.005214214324951172,-0.01537489891052246,0.025357961654663086,0.009983062744140623,
