Message Time (ms),Object ID,Map Position X (m),Map Position Y (m)
17700.000264,224,252.0909881591797,174.93496704101562
17800.000265000002,222,239.89842224121094,173.29379272460938
17800.000265000002,223,245.65670776367188,173.30947875976562
17800.000265000002,224,251.95062255859375,175.0969696044922
17900.000267,222,239.83673095703125,173.37872314453125
17900.000267,223,245.86929321289062,173.3429718017578
17900.000267,224,251.89273071289062,174.98561096191406
18000.000268,222,239.79100036621094,173.4879608154297
18000.000268,223,245.80953979492188,173.27438354492188
18000.000268,224,251.88113403320312,174.88272094726562
18100.000269,222,239.64466857910156,173.3204803466797
18100.000269,223,245.84811401367188,173.32861328125
18100.000269,224,251.8817138671875,174.890869140625
18200.000272,222,239.5488739013672,173.4950714111328
18200.000272,223,245.82374572753906,173.43701171875
18200.000272,224,251.8380889892578,174.9320068359375
18300.000271999997,222,239.49261474609375,173.09609985351562
18300.000271999997,223,245.60276794433594,173.53936767578125
18300.000271999997,224,251.82347106933594,174.9722900390625
18300.000271999997,222,239.49261474609375,173.09609985351562
18300.000271999997,223,245.60276794433594,173.53936767578125
18300.000271999997,224,251.82347106933594,174.9722900390625
18500.000275000002,222,239.6796112060547,173.19674682617188
18500.000275000002,223,245.8061065673828,173.41477966308594
18500.000275000002,224,251.8305206298828,174.95689392089844
18600.000278,222,239.83201599121094,173.2390899658203
18600.000278,223,245.88973999023438,173.26553344726562
18600.000278,224,251.88668823242188,175.03819274902344
18700.000278,222,239.81295776367188,173.34005737304688
18700.000278,223,245.8383331298828,173.28053283691406
18700.000278,224,251.8062286376953,174.95530700683594
18800.000281,222,239.81887817382812,173.3270721435547
18800.000281,223,245.6834716796875,173.39169311523438
18800.000281,224,251.98870849609375,174.8933868408203
18900.000282,222,239.8016357421875,173.43971252441406
18900.000282,223,245.71466064453125,173.53192138671875
18900.000282,224,251.94491577148438,174.79489135742188
19000.000281999997,222,239.90945434570312,173.517578125
19000.000281999997,223,245.72491455078125,173.44361877441406
19000.000281999997,224,252.01409912109375,174.862060546875
19100.000285000002,222,239.84811401367188,173.57254028320312
19100.000285000002,223,245.69432067871094,173.36488342285156
19100.000285000002,224,251.80516052246094,175.0485382080078
19200.000285000002,222,239.66416931152344,173.41796875
19200.000285000002,223,245.6865234375,173.23899841308594
19200.000285000002,224,251.70846557617188,175.01602172851562
19300.000288,222,239.7294158935547,173.43858337402344
19300.000288,223,245.82850646972656,173.1938934326172
19300.000288,224,251.65554809570312,174.9390106201172
19400.000288000003,222,239.7674560546875,173.3836669921875
19400.000288000003,223,245.772216796875,173.4027862548828
19400.000288000003,224,251.7093505859375,174.98641967773438
19500.000291,222,239.87026977539062,173.43023681640625
19500.000291,223,245.73635864257812,173.31719970703125
19500.000291,224,251.65135192871094,174.92791748046875
19600.000292,222,239.9505157470703,173.21310424804688
19600.000292,223,245.93150329589844,173.33009338378906
19600.000292,224,251.68893432617188,174.94140625
19700.000292999997,222,240.13739013671875,173.25311279296875
19700.000292999997,223,245.7904510498047,173.43881225585938
19700.000292999997,224,251.78318786621094,175.09996032714844
19800.000295,222,240.01832580566406,173.2955322265625
19800.000295,223,245.86520385742188,173.34042358398438
19800.000295,224,251.75924682617188,175.17559814453125
19900.000296000002,222,240.19566345214844,173.37643432617188
19900.000296000002,223,245.7783966064453,173.3617401123047
19900.000296000002,224,251.81285095214844,175.1808624267578
19900.000296000002,222,240.19566345214844,173.37643432617188
19900.000296000002,223,245.7783966064453,173.3617401123047
19900.000296000002,224,251.81285095214844,175.1808624267578
20100.000299000003,222,240.0415802001953,173.35693359375
20100.000299000003,223,245.87464904785156,173.3166961669922
20100.000299000003,224,251.86766052246094,175.08522033691406
20200.000301,222,239.97396850585938,173.31051635742188
20200.000301,223,245.92425537109375,173.09832763671875
20200.000301,224,251.86996459960938,174.83970642089844
20300.000302,222,239.86817932128906,173.2112579345703
20300.000302,223,245.84555053710938,173.22647094726562
20300.000302,224,251.8843231201172,174.7805633544922
20400.000302999997,222,239.67774963378906,173.29867553710938
20400.000302999997,223,245.83108520507812,173.3257293701172
20400.000302999997,224,251.85935974121094,174.86790466308594
20500.000306,222,239.66949462890625,173.36038208007812
20500.000306,223,245.9170684814453,173.54185485839844
20500.000306,224,251.88333129882812,175.02459716796875
20600.000305999998,222,239.80360412597656,173.41464233398438
20600.000305999998,223,246.0127716064453,173.51248168945312
20600.000305999998,224,251.66038513183594,174.85357666015625
20700.000309,222,239.70314025878906,173.50576782226562
20700.000309,223,245.90476989746094,173.30438232421875
20700.000309,224,251.60702514648438,174.9252166748047
20800.000309000003,222,239.65695190429688,173.4556427001953
20800.000309000003,223,245.68447875976562,173.31785583496094
20800.000309000003,224,251.61761474609375,174.9461212158203
20900.000312,222,239.72361755371094,173.38864135742188
20900.000312,223,245.7010955810547,173.43753051757812
20900.000312,224,251.66909790039062,175.10935974121094
21000.000312,222,239.77980041503906,173.5426025390625
21000.000312,223,245.79530334472656,173.42913818359375
21000.000312,224,251.8357696533203,175.08424377441406
21100.000314999997,222,239.73681640625,173.43687438964844
21100.000314999997,223,245.8813018798828,173.3448028564453
21100.000314999997,224,251.64181518554688,175.18260192871094
21200.000316,222,239.79019165039062,173.41319274902344
21200.000316,223,245.79522705078125,173.2160186767578
21200.000316,224,251.7861328125,174.90802001953125
21300.000316999998,222,239.9497528076172,173.5032958984375
21300.000316999998,223,245.77394104003906,173.45445251464844
21300.000316999998,224,251.6565704345703,174.96946716308594
21400.000319,222,239.89389038085938,173.46388244628906
21400.000319,223,245.9126739501953,173.2903594970703
21400.000319,224,251.58985900878906,174.80471801757812
21500.000320000003,222,239.83273315429688,173.40162658691406
21500.000320000003,223,245.926513671875,173.19387817382812
21500.000320000003,224,251.75778198242188,174.80807495117188
21600.000322,222,239.86097717285156,173.375732421875
21600.000322,223,245.73895263671875,173.20936584472656
21600.000322,224,251.82113647460938,174.846435546875
21700.000323,222,239.89501953125,173.58787536621094
21700.000323,223,245.82257080078125,173.25552368164062
21700.000323,224,251.8459014892578,174.95169067382812
21800.000325,222,239.89761352539062,173.54623413085938
21800.000325,223,245.8861083984375,173.22125244140625
21800.000325,224,251.76290893554688,174.958740234375
21900.000327,222,239.84994506835938,173.46328735351562
21900.000327,223,245.99916076660156,173.40740966796875
21900.000327,224,252.0540771484375,174.89840698242188
22000.000326999998,222,239.77166748046875,173.37147521972656
22000.000326999998,223,245.91250610351562,173.47061157226562
22000.000326999998,224,251.95315551757812,174.82603454589844
22100.00033,222,239.77432250976562,173.182861328125
22100.00033,223,245.95591735839844,173.45932006835938
22100.00033,224,251.8717041015625,174.79769897460938
22200.000330000003,222,239.8191680908203,173.2544403076172
22200.000330000003,223,245.6294403076172,173.57997131347656
22200.000330000003,224,251.73167419433594,174.97149658203125
22300.000333,222,239.78895568847656,173.27001953125
22300.000333,223,245.60736083984375,173.4974365234375
22300.000333,224,251.85560607910156,174.92581176757812
22400.000333,222,239.86920166015625,173.3709259033203
22400.000333,223,245.56924438476562,173.51101684570312
22400.000333,224,251.93580627441406,174.92987060546875
22500.000336,222,239.92234802246094,173.54811096191406
22500.000336,223,245.6001434326172,173.53164672851562
22500.000336,224,251.83033752441406,175.00381469726562
22600.000336,222,240.08444213867188,173.41966247558594
22600.000336,223,245.63485717773438,173.31190490722656
22600.000336,224,251.7177734375,175.0238037109375
22700.000337999998,222,239.8072967529297,173.51512145996094
22700.000337999998,223,245.6923828125,173.26866149902344
22700.000337999998,224,251.74293518066406,175.1067657470703
22800.00034,222,239.79539489746094,173.37022399902344
22800.00034,223,245.7422332763672,173.1793670654297
22800.00034,224,251.73573303222656,175.1383056640625
22900.000341,222,239.71853637695312,173.31373596191406
22900.000341,223,245.9873046875,173.27178955078125
22900.000341,224,251.6627655029297,175.1099853515625
23000.000343,222,239.60531616210938,173.22525024414062
23000.000343,223,245.68801879882812,173.1796417236328
23000.000343,224,251.74887084960938,175.12139892578125
23100.000344,222,239.73269653320312,173.22776794433594
23100.000344,223,245.7217559814453,173.4595489501953
23100.000344,224,251.61610412597656,174.84063720703125
23200.000346,222,239.71119689941406,173.14599609375
23200.000346,223,245.77369689941406,173.5547332763672
23200.000346,224,251.65072631835938,174.82949829101562
23300.000347,222,239.59994506835938,173.2366943359375
23300.000347,223,245.77232360839844,173.6741485595703
23300.000347,224,251.7694854736328,174.86459350585938
23400.000348999998,222,239.77354431152344,173.25608825683594
23400.000348999998,223,245.7736053466797,173.42898559570312
23400.000348999998,224,251.73846435546875,174.8388214111328
23500.000351000002,222,239.74359130859375,173.22315979003906
23500.000351000002,223,245.83145141601562,173.4502716064453
23500.000351000002,224,251.8622589111328,174.85372924804688
23600.000351,222,239.65614318847656,173.2735137939453
23600.000351,223,245.857421875,173.41847229003906
23600.000351,224,251.62843322753906,174.84237670898438
23700.000354,222,239.731689453125,173.339599609375
23700.000354,223,245.82144165039062,173.17173767089844
23700.000354,224,251.4745330810547,174.90919494628906
23800.000354,222,239.84066772460938,173.314453125
23800.000354,223,245.90481567382812,173.22569274902344
23800.000354,224,251.6802978515625,175.03512573242188
23900.000356,222,239.84194946289062,173.4051971435547
23900.000356,223,245.92018127441406,173.42884826660156
23900.000356,224,251.71295166015625,174.9905242919922
24000.000358,222,239.80177307128906,173.3487091064453
24000.000358,223,246.0221710205078,173.3305206298828
24000.000358,224,251.63140869140625,175.0706329345703
24100.000358999998,222,239.75852966308594,173.14801025390625
24100.000358999998,223,245.9862518310547,173.5742645263672
24100.000358999998,224,251.7606964111328,175.0874481201172
24200.000361000002,222,240.040283203125,173.3321990966797
24200.000361000002,223,245.8343505859375,173.43490600585938
24200.000361000002,224,252.03814697265625,175.2642059326172
24300.000361,222,239.75404357910156,173.43336486816406
24300.000361,223,245.75746154785156,173.2874755859375
24300.000361,224,251.9193878173828,175.14564514160156
24400.000364,222,239.76060485839844,173.3738250732422
24400.000364,223,245.97225952148438,173.44955444335938
24400.000364,224,251.9609375,175.05638122558594
24500.000364000003,222,239.766357421875,173.2081756591797
24500.000364000003,223,246.00619506835938,173.31008911132812
24500.000364000003,224,251.849609375,175.0970001220703
24600.000367,222,239.71498107910156,173.30178833007812
24600.000367,223,245.83868408203125,173.26756286621094
24600.000367,224,252.10394287109375,174.99520874023438
24700.000367,222,239.76504516601562,173.40621948242188
24700.000367,223,245.86155700683594,173.32199096679688
24700.000367,224,251.93267822265625,175.13758850097656
24800.000369999998,222,239.75624084472656,173.37765502929688
24800.000369999998,223,245.76199340820312,173.44227600097656
24800.000369999998,224,251.8356170654297,175.04685974121094
24900.00037,222,239.7883758544922,173.3244171142578
24900.00037,223,245.81060791015625,173.3785858154297
24900.00037,224,251.86204528808594,175.0543975830078
25000.000372,222,239.6956787109375,173.4097137451172
25000.000372,223,245.82179260253906,173.34979248046875
25000.000372,224,251.82589721679688,175.09234619140625
25100.000373,222,239.9601593017578,173.47396850585938
25100.000373,223,245.78594970703125,173.51077270507812
25100.000373,224,251.8546905517578,175.11155700683594
25100.000373,222,239.9601593017578,173.47396850585938
25100.000373,223,245.78594970703125,173.51077270507812
25100.000373,224,251.8546905517578,175.11155700683594
25300.000376,222,239.62794494628906,173.57212829589844
25300.000376,223,245.834228515625,173.45896911621094
25300.000376,224,251.848388671875,175.16078186035156
25400.000378,222,239.6421356201172,173.52195739746094
25400.000378,223,245.76812744140625,173.3193817138672
25400.000378,224,252.00062561035156,175.19419860839844
25500.000379,222,239.695556640625,173.5375518798828
25500.000379,223,245.71932983398438,173.34727478027344
25500.000379,224,251.97657775878906,175.1497344970703
25600.000381,222,239.76248168945312,173.45892333984375
25600.000381,223,245.9269561767578,173.42698669433594
25600.000381,224,252.07974243164062,175.0118865966797
25700.000383,222,239.84957885742188,173.5946807861328
25700.000383,223,245.91390991210938,173.33108520507812
25700.000383,224,251.94911193847656,175.00323486328125
25800.000384,222,239.87710571289062,173.40235900878906
25800.000384,223,245.76881408691406,173.2976837158203
25800.000384,224,251.86685180664062,174.96005249023438
25900.000386,222,239.88706970214844,173.47186279296875
25900.000386,223,245.8843994140625,173.19874572753906
25900.000386,224,251.79197692871094,175.07431030273438
26000.000387,222,239.98068237304688,173.3227996826172
26000.000387,223,245.85003662109375,173.2087860107422
26000.000387,224,251.7841033935547,174.81137084960938
26100.000389,222,239.67771911621094,173.23484802246094
26100.000389,223,245.73049926757812,173.1658935546875
26100.000389,224,251.57772827148438,174.86227416992188
26200.00039,222,239.78651428222656,173.30215454101562
26200.00039,223,245.73780822753906,173.19491577148438
26200.00039,224,251.7606964111328,174.95960998535156
26300.000392,222,239.82350158691406,173.48513793945312
26300.000392,223,245.86260986328125,173.2688751220703
26300.000392,224,251.74853515625,174.795166015625
26400.000393,222,239.73536682128906,173.40306091308594
26400.000393,223,245.9165802001953,173.19268798828125
26400.000393,224,251.78118896484375,174.93797302246094
26500.000395,222,239.77793884277344,173.091064453125
26500.000395,223,245.86654663085938,173.29490661621094
26500.000395,224,251.78961181640625,174.8939666748047
26600.000397,222,239.87107849121094,173.3263397216797
26600.000397,223,245.78990173339844,173.3999786376953
26600.000397,224,251.95347595214844,174.83985900878906
26700.000398,222,239.7362518310547,173.4715576171875
26700.000398,223,245.73802185058594,173.40420532226562
26700.000398,224,251.7982635498047,174.88888549804688
26800.000399999997,222,239.63482666015625,173.44471740722656
26800.000399999997,223,245.626220703125,173.23391723632812
26800.000399999997,224,251.9118194580078,174.96334838867188
26900.000401,222,239.748291015625,173.56288146972656
26900.000401,223,245.73304748535156,173.29685974121094
26900.000401,224,251.78268432617188,175.0423583984375
27000.000403000002,222,239.5854034423828,173.44659423828125
27000.000403000002,223,245.80645751953125,173.44631958007812
27000.000403000002,224,251.63818359375,174.81387329101562
27100.000404,222,239.8251190185547,173.40440368652344
27100.000404,223,245.67691040039062,173.20176696777344
27100.000404,224,251.72860717773438,174.99880981445312
27200.000406,222,239.95249938964844,173.32359313964844
27200.000406,223,245.7427520751953,173.1852264404297
27200.000406,224,251.7317657470703,174.9172821044922
27300.000406,222,239.90245056152344,173.37416076660156
27300.000406,223,245.738525390625,173.223876953125
27300.000406,224,251.81552124023438,174.8731231689453
27400.000409,222,239.7901611328125,173.42684936523438
27400.000409,223,245.84996032714844,173.3845672607422
27400.000409,224,251.86248779296875,174.9099578857422
27500.000408999997,222,239.97451782226562,173.29486083984375
27500.000408999997,223,245.75717163085938,173.33758544921875
27500.000408999997,224,251.800537109375,174.93289184570312
27600.000412,222,240.06838989257812,173.16763305664062
27600.000412,223,245.56491088867188,173.35057067871094
27600.000412,224,251.85464477539062,175.07542419433594
27700.000412,222,239.84976196289062,173.41160583496094
27700.000412,223,245.78347778320312,173.3590545654297
27700.000412,224,251.7389373779297,175.14939880371094
27700.000412,222,239.84976196289062,173.41160583496094
27700.000412,223,245.78347778320312,173.3590545654297
27700.000412,224,251.7389373779297,175.14939880371094
27900.000415000002,222,239.92652893066406,173.48245239257812
27900.000415000002,223,245.553955078125,173.4040985107422
27900.000415000002,224,251.76470947265625,175.02621459960938
28000.000418,222,240.011474609375,173.55581665039062
28000.000418,223,245.75437927246094,173.54843139648438
28000.000418,224,251.72021484375,175.07012939453125
28100.000418,222,239.87353515625,173.45753479003906
28100.000418,223,245.9149169921875,173.4381103515625
28100.000418,224,251.89329528808594,175.04359436035156
28200.00042,222,239.914306640625,173.52377319335938
28200.00042,223,245.87066650390625,173.44314575195312
28200.00042,224,251.74473571777344,175.1759033203125
28300.000421,222,239.9216766357422,173.43145751953125
28300.000421,223,245.82737731933594,173.37899780273438
28300.000421,224,251.7311553955078,175.01036071777344
28400.000423,222,239.8880615234375,173.457275390625
28400.000423,223,245.84829711914062,173.2352294921875
28400.000423,224,251.7218475341797,175.2826690673828
28500.000423999998,222,239.92681884765625,173.4536895751953
28500.000423999998,223,245.92904663085938,173.1329803466797
28500.000423999998,224,251.84828186035156,175.0744171142578
28600.000426000002,222,239.81387329101562,173.3008270263672
28600.000426000002,223,245.99366760253906,173.2845916748047
28600.000426000002,224,251.7866668701172,175.0894317626953
28700.000427,222,239.94357299804688,173.27084350585938
28700.000427,223,245.9799041748047,173.3564910888672
28700.000427,224,251.93861389160156,175.00296020507812
28800.000429,222,239.83364868164062,173.3353271484375
28800.000429,223,245.7788848876953,173.58792114257812
28800.000429,224,251.85801696777344,174.88430786132812
28900.000431,222,239.98342895507812,173.43618774414062
28900.000431,223,245.7053680419922,173.2617645263672
28900.000431,224,251.812744140625,174.85458374023438
29000.000432,222,239.96316528320312,173.33262634277344
29000.000432,223,245.67300415039062,173.09950256347656
29000.000432,224,251.87872314453125,174.87281799316406
29100.000433999998,222,239.8822021484375,173.46788024902344
29100.000433999998,223,245.79855346679688,173.2329864501953
29100.000433999998,224,251.9684295654297,174.8565216064453
29200.000434999998,222,239.9774932861328,173.54476928710938
29200.000434999998,223,245.94532775878906,173.2693634033203
29200.000434999998,224,251.86094665527344,175.022705078125
29300.000437000002,222,239.91908264160156,173.4939422607422
29300.000437000002,223,245.9524688720703,173.45668029785156
29300.000437000002,224,251.68136596679688,175.05857849121094
29400.000438,222,239.8179168701172,173.4620361328125
29400.000438,223,245.7589874267578,173.3481903076172
29400.000438,224,251.55667114257812,175.0879364013672
29500.00044,222,239.89585876464844,173.2399139404297
29500.00044,223,245.82022094726562,173.44668579101562
29500.00044,224,251.63714599609375,174.9508514404297
29600.00044,222,239.93145751953125,173.0891571044922
29600.00044,223,245.72531127929688,173.469482421875
29600.00044,224,251.63343811035156,174.9585418701172
29700.000443,222,239.96023559570312,173.246826171875
29700.000443,223,245.83741760253906,173.2781524658203
29700.000443,224,251.63351440429688,174.9241943359375
29800.000442999997,222,239.8521728515625,173.40956115722656
29800.000442999997,223,245.96812438964844,173.42042541503906
29800.000442999997,224,251.70921325683594,174.8917236328125
29900.000446,222,239.73536682128906,173.33177185058594
29900.000446,223,245.96376037597656,173.29632568359375
29900.000446,224,251.66375732421875,174.95970153808594
30000.000446000002,222,239.87655639648438,173.3104705810547
30000.000446000002,223,245.946044921875,173.2699432373047
30000.000446000002,224,251.7169647216797,175.11912536621094
30100.000449,222,239.83456420898438,173.20782470703125
30100.000449,223,245.78561401367188,173.35531616210938
30100.000449,224,251.76095581054688,175.15142822265625
30200.000449,222,239.90420532226562,173.3615264892578
30200.000449,223,246.02066040039062,173.40919494628906
30200.000449,224,251.68008422851562,175.22352600097656
30300.000452,222,239.86241149902344,173.27137756347656
30300.000452,223,246.07301330566406,173.42465209960938
30300.000452,224,251.72056579589844,175.0828094482422
30400.000452,222,239.92506408691406,173.45626831054688
30400.000452,223,245.8876495361328,173.45616149902344
30400.000452,224,251.81529235839844,175.06150817871094
30500.000453999997,222,239.9765625,173.44752502441406
30500.000453999997,223,245.86444091796875,173.3013458251953
30500.000453999997,224,251.80059814453125,175.09390258789062
30600.000455,222,239.94776916503906,173.35781860351562
30600.000455,223,245.94776916503906,173.51919555664062
30600.000455,224,251.68089294433594,175.0461883544922
30700.000457000002,222,239.77685546875,173.5087432861328
30700.000457000002,223,245.89622497558594,173.59234619140625
30700.000457000002,224,251.78250122070312,175.05445861816406
30800.000458,222,239.7138671875,173.4970703125
30800.000458,223,245.9193572998047,173.3707275390625
30800.000458,224,251.82264709472656,175.18296813964844
30900.000460000003,222,239.67076110839844,173.3504638671875
30900.000460000003,223,245.70339965820312,173.29725646972656
30900.000460000003,224,251.83758544921875,175.2078857421875
31000.000461,222,239.55776977539062,173.34967041015625
31000.000461,223,245.6581268310547,173.14303588867188
31000.000461,224,251.82635498046875,175.10142517089844
31100.000463,222,239.70663452148438,173.32215881347656
31100.000463,223,245.71426391601562,173.1909637451172
31100.000463,224,251.87429809570312,174.9560546875
31200.000464999997,222,239.56178283691406,173.30596923828125
