Message Time (ms),Map Position X (m),Map Position Y (m),Body Twist Longitudinal (mps)
100.00000200000001,258.1199951171875,125.0,0.0
200.00000300000002,258.1197814941406,125.0008773803711,-0.003845858184573602
300.000005,258.1196594238281,125.0013656616211,-5.285030717165206e-05
400.00000600000004,258.11962890625,125.00088500976562,0.000719602942402545
500.000008,258.1196594238281,125.00041961669922,0.0005392073181920558
600.000009,258.11968994140625,125.00017547607422,0.0002797707002377476
700.000011,258.11968994140625,125.00003814697266,0.00011909367037618952
800.0000120000001,258.1196594238281,124.99998474121094,4.255358451357553e-05
900.000014,258.1196594238281,124.99998474121094,0.0
1000.000015,258.1196594238281,124.99998474121094,0.0
1100.0000169999998,258.1196594238281,124.99998474121094,0.0
1200.000018,258.1196594238281,124.99998474121094,0.0
1300.00002,258.1196594238281,124.99998474121094,0.0
1400.0000209999998,258.1196594238281,124.99998474121094,0.0
1500.000023,258.1196594238281,124.99998474121094,0.0
1600.000024,258.1196594238281,124.99998474121094,0.0
1700.0000260000002,258.1196594238281,124.99998474121094,0.0
1800.0000269999998,258.1196594238281,124.99998474121094,0.0
1900.000029,258.1196594238281,124.99998474121094,0.0
2000.00003,258.1196594238281,124.99998474121094,0.0
2100.000032,258.1196594238281,124.99998474121094,0.0
2200.000033,258.1196594238281,124.99998474121094,0.0
2300.000035,258.1196594238281,124.99998474121094,0.0
2400.000036,258.1196594238281,124.99998474121094,0.0
2500.000038,258.1196594238281,124.99998474121094,0.0
2600.000039,258.1196594238281,124.99998474121094,0.0
2700.0000410000002,258.1196594238281,124.99998474121094,0.0
2800.0000419999997,258.1196594238281,124.99998474121094,0.0
2900.000044,258.1196594238281,124.99998474121094,0.0
3000.0000450000002,258.1196594238281,124.99998474121094,0.0
3100.000047,258.1196594238281,124.99998474121094,0.0
3200.0000480000003,258.1196594238281,124.99998474121094,0.0
3300.00005,258.1196594238281,124.99998474121094,0.0
3400.000051,258.1196594238281,124.99998474121094,0.0
3500.0000529999998,258.1196594238281,124.99998474121094,0.0
3600.000054,258.1196594238281,124.99998474121094,0.0
3700.000055,258.1196594238281,124.99998474121094,0.0
3800.000057,258.1196594238281,124.99998474121094,0.0
3900.0000579999996,258.1196594238281,124.99998474121094,0.0
4000.00006,258.1196594238281,124.99998474121094,0.0
4100.000061000001,258.1196594238281,124.99998474121094,0.0
4200.000063,258.1196594238281,124.99998474121094,0.0
4300.000064,258.1196594238281,124.99998474121094,0.0
4400.000066,258.1196594238281,124.99998474121094,0.0
4500.000067,258.1196594238281,124.99998474121094,0.0
4600.000069,258.1196594238281,124.99998474121094,0.0
4700.00007,258.1196594238281,124.99998474121094,0.0
4800.000072,258.1196594238281,124.99998474121094,0.0
4900.000073,258.1196594238281,124.99998474121094,0.0
5000.000075,258.1196594238281,124.99998474121094,0.0
5100.000075999999,258.1196594238281,124.99998474121094,0.0
5200.000078,258.1196594238281,124.99998474121094,0.0
5300.000079,258.1196594238281,124.99998474121094,0.0
5400.000081,258.1196594238281,124.99998474121094,0.0
5500.000082,258.1196594238281,124.99998474121094,0.0
5600.000084,258.1196594238281,124.99998474121094,0.0
5700.000085,258.1196594238281,124.99998474121094,0.0
5800.000087,258.1196594238281,124.99998474121094,0.0
5900.000088,258.1196594238281,124.99998474121094,0.0
6000.0000900000005,258.1196594238281,124.99998474121094,0.0
6100.000091,258.1196594238281,124.99998474121094,0.0
6200.000093,258.1196594238281,124.99998474121094,0.0
6300.000094,258.1196594238281,124.99998474121094,0.0
6400.000096000001,258.1196594238281,124.99998474121094,0.0
6500.000097,258.1196594238281,124.99998474121094,0.0
6600.000099,258.1196594238281,124.99998474121094,0.0
6700.0001,258.1196594238281,124.99998474121094,0.0
6800.000102,258.1196594238281,124.99998474121094,0.0
6900.000103,258.1196594238281,124.99998474121094,0.0
7000.000105,258.1196594238281,124.99998474121094,0.0
7100.000106,258.1196594238281,124.99998474121094,0.0
7200.000108,258.1196594238281,124.99998474121094,0.0
7300.000109,258.1196594238281,124.99998474121094,0.0
7400.000110999999,258.1196594238281,124.99998474121094,0.0
7500.000112000001,258.1196594238281,124.99998474121094,0.0
7600.000114,258.1196594238281,124.99998474121094,0.0
7700.000115,258.1196594238281,124.99998474121094,0.0
7800.000117,258.1196594238281,124.99998474121094,0.0
7900.000118,258.1196594238281,124.99998474121094,0.0
8000.00012,258.1196594238281,124.99998474121094,0.0
8100.000121000001,258.1196594238281,124.99998474121094,0.0
8200.000123,258.1196594238281,124.99998474121094,0.0
8300.000124,258.1196594238281,124.99998474121094,0.0
8400.000126,258.1196594238281,124.99998474121094,0.0
8500.000127,258.1196594238281,124.99998474121094,0.0
8600.000129,258.1196594238281,124.99998474121094,0.0
8700.000129999999,258.1196594238281,124.99998474121094,0.0
8800.000131,258.1196594238281,124.99998474121094,0.0
8900.000133000001,258.1196594238281,124.99998474121094,0.0
9000.000134,258.1196594238281,124.99998474121094,0.0
9100.000136,258.1196594238281,124.99998474121094,0.0
9200.000136999999,258.1196594238281,124.99998474121094,0.0
9300.000139,258.1196594238281,124.99998474121094,0.0
9400.00014,258.1196594238281,124.99998474121094,0.0
9500.000141999999,258.1196594238281,124.99998474121094,0.0
9600.000143000001,258.1196594238281,124.99998474121094,0.0
9700.000145,258.1196594238281,124.99998474121094,0.0
9800.000146,258.1196594238281,124.99998474121094,0.0
9900.000148000001,258.1196594238281,124.99998474121094,0.0
10000.000149,258.1196594238281,124.99998474121094,0.0
10100.000151,258.1196594238281,124.99998474121094,0.0
10200.000151999999,258.1196594238281,124.99998474121094,0.0
10300.000154,258.1196594238281,124.99998474121094,0.0
10400.000155000002,258.1196594238281,124.99998474121094,0.0
10500.000157,258.1196594238281,124.99998474121094,0.0
10600.000158,258.1196594238281,124.99998474121094,0.0
10700.00016,258.1196594238281,124.99998474121094,0.0
10800.000161,258.1196594238281,124.99998474121094,0.0
10900.000162999999,258.1196594238281,124.99998474121094,0.0
11000.000164,258.1196594238281,124.99998474121094,0.0
11100.000166,258.1196594238281,124.99998474121094,0.0
11200.000167,258.1196594238281,124.99998474121094,0.0
11300.000169,258.1196594238281,124.99998474121094,0.0
11400.00017,258.1196594238281,124.99998474121094,0.0
11500.000172,258.1196594238281,124.99998474121094,0.0
11600.000173,258.1196594238281,124.99998474121094,0.0
11700.000175,258.1196594238281,124.99998474121094,0.0
11800.000176,258.1196594238281,124.99998474121094,0.0
11900.000177999998,258.1196594238281,124.99998474121094,0.0
12000.000179,258.1196594238281,124.99998474121094,0.0
12100.000181000001,258.1196594238281,124.99998474121094,0.0
12200.000182,258.1196594238281,124.99998474121094,0.0
12300.000184,258.1196594238281,124.99998474121094,0.0
12400.000184999999,258.1196594238281,124.99998474121094,0.0
12500.000187,258.1196594238281,124.99998474121094,0.0
12600.000188,258.1196594238281,124.99998474121094,0.0
12700.00019,258.1196594238281,124.99998474121094,0.0
12800.000191000001,258.1196594238281,124.99998474121094,0.0
12900.000193,258.1196594238281,124.99998474121094,0.0
13000.000194,258.1196594238281,124.99998474121094,0.0
13100.000195999999,258.1196594238281,124.99998474121094,0.0
13200.000197,258.1196594238281,124.99998474121094,0.0
13300.000199,258.1196594238281,124.99998474121094,0.0
13400.000199999999,258.1196594238281,124.99998474121094,0.0
13500.000202000001,258.1196594238281,124.99998474121094,0.0
13600.000203,258.1196594238281,124.99998474121094,0.0
13700.000205,258.1196594238281,124.99998474121094,0.0
13800.000206,258.1196594238281,124.99998474121094,0.0
13900.000207,258.1196594238281,124.99998474121094,0.0
14000.000209,258.1196594238281,124.99998474121094,0.0
14100.00021,258.1196594238281,124.99998474121094,0.0
14200.000212,258.1196594238281,124.99998474121094,0.0
14300.000213000001,258.1196594238281,124.99998474121094,0.0
14400.000215,258.1196594238281,124.99998474121094,0.0
14500.000216,258.1196594238281,124.99998474121094,0.0
14600.000218,258.1196594238281,124.99998474121094,0.0
14700.000219,258.1196594238281,124.99998474121094,0.0
14800.000221,258.1196594238281,124.99998474121094,0.0
14900.000221999999,258.1196594238281,124.99998474121094,0.0
15000.000224000001,258.1196594238281,124.99998474121094,0.0
15100.000225,258.1196594238281,124.99998474121094,0.0
15200.000227,258.1196594238281,124.99998474121094,0.0
15300.000228,258.1196594238281,124.99998474121094,0.0
15400.00023,258.1196594238281,124.99998474121094,0.0
15500.000231,258.1196594238281,124.99998474121094,0.0
15600.000232999999,258.1196594238281,124.99998474121094,0.0
15700.000234000001,258.1196594238281,124.99998474121094,0.0
15800.000236,258.1196594238281,124.99998474121094,0.0
15900.000237,258.1196594238281,124.99998474121094,0.0
16000.000238999999,258.1196594238281,124.99998474121094,0.0
16100.00024,258.1196594238281,124.99998474121094,0.0
16200.000242000002,258.1196594238281,124.99998474121094,0.0
16300.000242999999,258.1196594238281,124.99998474121094,0.0
16400.000245000003,258.1196594238281,124.99998474121094,0.0
16500.000246,258.1196594238281,124.99998474121094,0.0
16600.000248,258.1196594238281,124.99998474121094,0.0
16700.000248999997,258.1196594238281,124.99998474121094,0.0
16800.000251,258.1196594238281,124.99998474121094,0.0
16900.000252,258.1196594238281,124.99998474121094,0.0
17000.000254,258.1196594238281,124.99998474121094,0.0
17100.000255000003,258.1196594238281,124.99998474121094,0.0
17200.000257,258.1196594238281,124.99998474121094,0.0
17300.000258,258.1196594238281,124.99998474121094,0.0
17400.000259999997,258.1196594238281,124.99998474121094,0.0
17500.000261,258.1196594238281,124.99998474121094,0.0
17600.000262999998,258.1196594238281,124.99998474121094,0.0
17700.000264,258.1196594238281,124.99998474121094,0.0
17800.000266000003,258.1196594238281,124.99998474121094,0.0
17900.000267,258.1196594238281,124.99998474121094,0.0
18000.000269,258.1196594238281,124.99998474121094,0.0
18100.00027,258.1196594238281,124.99998474121094,0.0
18200.000272,258.1196594238281,124.99998474121094,0.0
18300.000272999998,258.1196594238281,124.99998474121094,0.0
18400.000275,258.1196594238281,124.99998474121094,0.0
18500.000276000002,258.1196594238281,124.99998474121094,0.0
18600.000278,258.1196594238281,124.99998474121094,0.0
18700.000279,258.1196594238281,124.99998474121094,0.0
18800.000281,258.1196594238281,124.99998474121094,0.0
18900.000282,258.1196594238281,124.99998474121094,0.0
19000.000282999998,258.1196594238281,124.99998474121094,0.0
19100.000285000002,258.1196594238281,124.99998474121094,0.0
19200.000286000002,258.1196594238281,124.99998474121094,0.0
19300.000288,258.1196594238281,124.99998474121094,0.0
19400.000289,258.1196594238281,124.99998474121094,0.0
19500.000291,258.1196594238281,124.99998474121094,0.0
19600.000292,258.1196594238281,124.99998474121094,0.0
19700.000293999998,258.1196594238281,124.99998474121094,0.0
19800.000295,258.1196594238281,124.99998474121094,0.0
19900.000297,258.1196594238281,124.99998474121094,0.0
20000.000298,258.1196594238281,124.99998474121094,0.0
20100.0003,258.1196594238281,124.99998474121094,0.0
20200.000301,258.1196594238281,124.99998474121094,0.0
20300.000303,258.1196594238281,124.99998474121094,0.0
20400.000303999997,258.1196594238281,124.99998474121094,0.0
20500.000306,258.1196594238281,124.99998474121094,0.0
20600.000307,258.1196594238281,124.99998474121094,0.0
20700.000309,258.1196594238281,124.99998474121094,0.0
20800.000310000003,258.1196594238281,124.99998474121094,0.0
20900.000312,258.1196594238281,124.99998474121094,0.0
21000.000313,258.1196594238281,124.99998474121094,0.0
21100.000314999997,258.1196594238281,124.99998474121094,0.0
21200.000316,258.1196594238281,124.99998474121094,0.0
21300.000318,258.1196594238281,124.99998474121094,0.0
21400.000319,258.1196594238281,124.99998474121094,0.0
21500.000321000003,258.1196594238281,124.99998474121094,0.0
21600.000322,258.1196594238281,124.99998474121094,0.0
21700.000324,258.1196594238281,124.99998474121094,0.0
21800.000325,258.1196594238281,124.99998474121094,0.0
21900.000327,258.1196594238281,124.99998474121094,0.0
22000.000328,258.1196594238281,124.99998474121094,0.0
22100.00033,258.1196594238281,124.99998474121094,0.0
22200.000331,258.1196594238281,124.99998474121094,0.0
22300.000333,258.1196594238281,124.99998474121094,0.0
22400.000334,258.1196594238281,124.99998474121094,0.0
22500.000336,258.1196594238281,124.99998474121094,0.0
22600.000337,258.1196594238281,124.99998474121094,0.0
22700.000339,258.1196594238281,124.99998474121094,0.0
22800.00034,258.1196594238281,124.99998474121094,0.0
22900.000342,258.1196594238281,124.99998474121094,0.0
23000.000343,258.1196594238281,124.99998474121094,0.0
23100.000345,258.1196594238281,124.99998474121094,0.0
23200.000346,258.1196594238281,124.99998474121094,0.0
23300.000348,258.1196594238281,124.99998474121094,0.0
23400.000348999998,258.1196594238281,124.99998474121094,0.0
23500.000351000002,258.1196594238281,124.99998474121094,0.0
23600.000352,258.1196594238281,124.99998474121094,0.0
23700.000354,258.1196594238281,124.99998474121094,0.0
23800.000355,258.1196594238281,124.99998474121094,0.0
23900.000356,258.1196594238281,124.99998474121094,0.0
24000.000358,258.1196594238281,124.99998474121094,0.0
24100.000358999998,258.1196594238281,124.99998474121094,0.0
24200.000361000002,258.1196594238281,124.99998474121094,0.0
24300.000362,258.1196594238281,124.99998474121094,0.0
24400.000364,258.1196594238281,124.99998474121094,0.0
24500.000365,258.1196594238281,124.99998474121094,0.0
24600.000367,258.1196594238281,124.99998474121094,0.0
24700.000368,258.1196594238281,124.99998474121094,0.0
24800.000369999998,258.1196594238281,124.99998474121094,0.0
24900.000371000002,258.1196594238281,124.99998474121094,0.0
25000.000373,258.1196594238281,124.99998474121094,0.0
25100.000374,258.1196594238281,124.99998474121094,0.0
25200.000376,258.1196594238281,124.99998474121094,0.0
25300.000377,258.1196594238281,124.99998474121094,0.0
25400.000379,258.1196594238281,124.99998474121094,0.0
25500.000379999998,258.1196594238281,124.99998474121094,0.0
25600.000382000002,258.1196594238281,124.99998474121094,0.0
25700.000383,258.1196594238281,124.99998474121094,0.0
25800.000385,258.1196594238281,124.99998474121094,0.0
25900.000386,258.1196594238281,124.99998474121094,0.0
26000.000388,258.1196594238281,124.99998474121094,0.0
26100.000389,258.1196594238281,124.99998474121094,0.0
26200.000391,258.1196594238281,124.99998474121094,0.0
26300.000392,258.1196594238281,124.99998474121094,0.0
26400.000394,258.1196594238281,124.99998474121094,0.0
26500.000395,258.1196594238281,124.99998474121094,0.0
26600.000397,258.1196594238281,124.99998474121094,0.0
26700.000398,258.1196594238281,124.99998474121094,0.0
26800.000399999997,258.1196594238281,124.99998474121094,0.0
26900.000401,258.1196594238281,124.99998474121094,0.0
27000.000403000002,258.1196594238281,124.99998474121094,0.0
27100.000404,258.1196594238281,124.99998474121094,0.0
27200.000406,258.1196594238281,124.99998474121094,0.0
27300.000407,258.1196594238281,124.99998474121094,0.0
27400.000409,258.1196594238281,124.99998474121094,0.0
27500.000409999997,258.1196594238281,124.99998474121094,0.0
27600.000412,258.1196594238281,124.99998474121094,0.0
27700.000413,258.1196594238281,124.99998474121094,0.0
27800.000415,258.1196594238281,124.99998474121094,0.0
27900.000416000003,258.1196594238281,124.99998474121094,0.0
28000.000418,258.1196594238281,124.99998474121094,0.0
28100.000419,258.1196594238281,124.99998474121094,0.0
