Source,SDSM Time (ms),Detection Time (ms),Object ID,Expected Latitude,Expected Longitude,SDSM Latitude,SDSM Longitude,Expected East (m),Expected North (m),Error East (m),Error North (m),Position Error (m),Speed (m/s),Expected Heading (deg),SDSM Heading (deg),Heading Error (deg)
kafka,1789413745153,1789413745107,21630,38.954924313,-77.148448462,38.954923758,-77.148448107,0.333,-11.4,0.0308,-0.0616,0.0689,1.022,184.0,184.0,0.0
kafka,1789413745253,1789413745208,21630,38.954920502,-77.1484483,38.954920155,-77.148448107,0.347,-11.823,0.0167,-0.0386,0.042,1.715,184.0,184.0,0.0
kafka,1789413745353,1789413745309,21630,38.95491971,-77.148448266,38.954919254,-77.148448107,0.35,-11.911,0.0138,-0.0506,0.0525,1.828,185.0,185.0,0.0
kafka,1789413745453,1789413745408,21630,38.954915571,-77.14844849,38.95491475,-77.148448107,0.33,-12.37,0.0333,-0.0911,0.097,2.582,185.0,185.0,0.0
kafka,1789413745553,1789413745510,21630,38.954915571,-77.14844849,38.95491475,-77.148448107,0.33,-12.37,0.0333,-0.0911,0.097,2.266,186.0,185.9875,-0.0125
kafka,1789413745653,1789413745612,21630,38.95491887,-77.148449011,38.954918353,-77.148448107,0.285,-12.004,0.0784,-0.0574,0.0972,2.68,188.0,187.9875,-0.0125
kafka,1789413745753,1789413745714,21630,38.954917214,-77.148449346,38.954916552,-77.14844926,0.256,-12.188,0.0074,-0.0736,0.074,2.206,190.0,190.0,0.0
kafka,1789413745853,1789413745810,21630,38.954913806,-77.148449233,38.954912948,-77.148448107,0.266,-12.566,0.0976,-0.0951,0.1363,2.787,187.0,186.9875,-0.0125
kafka,1789413745953,1789413745911,21630,38.954914656,-77.148449665,38.954913849,-77.14844926,0.228,-12.472,0.0351,-0.0895,0.0962,2.071,187.0,186.9875,-0.0125
kafka,1789413746053,1789413746011,21630,38.954913786,-77.148449639,38.954912948,-77.14844926,0.231,-12.568,0.0328,-0.093,0.0986,2.264,188.0,187.9875,-0.0125
kafka,1789413746153,1789413746118,21630,38.954912011,-77.148449585,38.954911147,-77.14844926,0.235,-12.765,0.0282,-0.0959,0.1,1.92,187.0,186.9875,-0.0125
kafka,1789413746253,1789413746209,21630,38.954913786,-77.148449639,38.954912948,-77.14844926,0.231,-12.568,0.0328,-0.093,0.0986,1.942,188.0,187.9875,-0.0125
kafka,1789413746353,1789413746309,21630,38.954913786,-77.148449639,38.954912948,-77.14844926,0.231,-12.568,0.0328,-0.093,0.0986,1.185,187.0,186.9875,-0.0125
kafka,1789413746453,1789413746409,21630,38.954913786,-77.148449639,38.954912948,-77.14844926,0.231,-12.568,0.0328,-0.093,0.0986,0.982,188.0,187.9875,-0.0125
kafka,1789413746553,1789413746511,21630,38.954911991,-77.148449997,38.954911147,-77.14844926,0.2,-12.768,0.0638,-0.0937,0.1134,1.192,190.0,190.0,0.0
kafka,1789413746653,1789413746610,21630,38.954911991,-77.148449997,38.954911147,-77.14844926,0.2,-12.768,0.0638,-0.0937,0.1134,0.798,192.0,192.0,-0.0
kafka,1789413746753,1789413746712,21630,38.954907329,-77.148449871,38.954906643,-77.14844926,0.211,-13.285,0.053,-0.0762,0.0928,1.439,191.0,191.0,-0.0
kafka,1789413746853,1789413746810,21630,38.954903353,-77.148449765,38.95490304,-77.14844926,0.22,-13.727,0.0437,-0.0347,0.0558,2.322,202.0,202.0,0.0
kafka,1789413746953,1789413746911,21630,38.954901275,-77.148449709,38.954901238,-77.14844926,0.225,-13.957,0.0389,-0.0041,0.0391,2.783,196.0,195.9875,-0.0125
kafka,1789413747053,1789413747012,21630,38.954901275,-77.148449709,38.954901238,-77.14844926,0.225,-13.957,0.0389,-0.0041,0.0391,2.38,187.0,186.9875,-0.0125
kafka,1789413747153,1789413747110,21630,38.954900213,-77.14844968,38.954899437,-77.14844926,0.227,-14.075,0.0364,-0.0861,0.0935,2.616,192.0,192.0,-0.0
kafka,1789413747253,1789413747211,21630,38.954899156,-77.1484492,38.954898536,-77.148448107,0.269,-14.193,0.0948,-0.0688,0.1171,1.829,202.0,202.0,0.0
kafka,1789413747353,1789413747310,21630,38.954905411,-77.148448955,38.954904841,-77.148448107,0.29,-13.498,0.0735,-0.0633,0.097,2.336,173.0,173.0,0.0
kafka,1789413747453,1789413747410,21630,38.954904389,-77.148449357,38.954903941,-77.14844926,0.255,-13.612,0.0084,-0.0498,0.0505,2.112,173.0,173.0,0.0
kafka,1789413747553,1789413747512,21630,38.954902364,-77.148448854,38.954902139,-77.148448107,0.299,-13.836,0.0648,-0.0249,0.0694,2.57,173.0,173.0,0.0
kafka,1789413747653,1789413747611,21630,38.954901296,-77.148449264,38.954901238,-77.148448107,0.263,-13.955,0.1003,-0.0064,0.1005,2.581,174.0,174.0,-0.0
kafka,1789413747753,1789413747712,21630,38.954904389,-77.148449357,38.954903941,-77.14844926,0.255,-13.612,0.0084,-0.0498,0.0505,3.019,173.0,173.0,0.0
kafka,1789413747853,1789413747812,21630,38.954900191,-77.148450129,38.954899437,-77.14844926,0.188,-14.078,0.0753,-0.0838,0.1126,2.572,168.0,168.0,-0.0
kafka,1789413747953,1789413747913,21630,38.954900213,-77.14844968,38.954899437,-77.14844926,0.227,-14.075,0.0364,-0.0861,0.0935,2.412,194.0,194.0,0.0
kafka,1789413748053,1789413748013,21630,38.954900234,-77.148449232,38.954899437,-77.148448107,0.266,-14.073,0.0976,-0.0885,0.1317,2.032,202.0,202.0,0.0
kafka,1789413748153,1789413748111,21630,38.954899134,-77.148449652,38.954898536,-77.14844926,0.23,-14.195,0.0339,-0.0664,0.0746,2.039,200.0,200.0,-0.0
kafka,1789413748253,1789413748212,21630,38.954898039,-77.148449622,38.954897635,-77.14844926,0.232,-14.317,0.0314,-0.0449,0.0547,1.595,198.0,198.0,0.0
kafka,1789413748353,1789413748312,21630,38.954895798,-77.148449562,38.954894933,-77.14844926,0.237,-14.565,0.0262,-0.0961,0.0996,1.151,193.0,193.0,0.0
kafka,1789413748453,1789413748412,21630,38.954896927,-77.148449592,38.954896734,-77.14844926,0.235,-14.44,0.0288,-0.0214,0.0359,1.324,191.0,191.0,-0.0
kafka,1789413748553,1789413748513,21630,38.954895776,-77.148450024,38.954894933,-77.14844926,0.197,-14.568,0.0662,-0.0936,0.1147,1.513,189.0,189.0,0.0
kafka,1789413748653,1789413748614,21630,38.954893442,-77.148450439,38.954893131,-77.14844926,0.161,-14.827,0.1022,-0.0345,0.1078,1.781,188.0,187.9875,-0.0125
kafka,1789413748753,1789413748714,21630,38.954892213,-77.148451361,38.95489133,-77.148450414,0.081,-14.963,0.0821,-0.098,0.1279,1.854,189.0,189.0,0.0
kafka,1789413748853,1789413748813,21630,38.954893397,-77.148451378,38.954893131,-77.148450414,0.08,-14.832,0.0836,-0.0295,0.0886,1.62,191.0,191.0,-0.0
kafka,1789413748953,1789413748913,21630,38.954892213,-77.148451361,38.95489133,-77.148450414,0.081,-14.963,0.0821,-0.098,0.1279,1.632,191.0,191.0,-0.0
kafka,1789413749053,1789413749013,21630,38.95489219,-77.148451835,38.95489133,-77.148451568,0.04,-14.966,0.0231,-0.0955,0.0983,1.448,192.0,192.0,-0.0
kafka,1789413749153,1789413749120,21630,38.95489219,-77.148451835,38.95489133,-77.148451568,0.04,-14.966,0.0231,-0.0955,0.0983,0.924,193.0,193.0,0.0
kafka,1789413749253,1789413749212,21630,38.954892167,-77.1484523,38.95489133,-77.148451568,0,-14.968,0.0635,-0.093,0.1126,0.69,196.0,195.9875,-0.0125
kafka,1789413749353,1789413749313,21630,38.954892167,-77.1484523,38.95489133,-77.148451568,0,-14.968,0.0635,-0.093,0.1126,0.427,197.0,197.0,0.0
kafka,1789413749453,1789413749413,21630,38.954892122,-77.148453254,38.95489133,-77.148452721,-0.083,-14.973,0.0462,-0.088,0.0994,0.329,201.0,201.0,-0.0
kafka,1789413749553,1789413749514,21630,38.954892122,-77.148453254,38.95489133,-77.148452721,-0.083,-14.973,0.0462,-0.088,0.0994,0.247,206.0,206.0,0.0
kafka,1789413749653,1789413749613,21630,38.9548921,-77.148453728,38.95489133,-77.148452721,-0.124,-14.976,0.0872,-0.0855,0.1221,0.329,212.0,212.0,0.0
kafka,1789413749753,1789413749714,21630,38.9548921,-77.148453728,38.95489133,-77.148452721,-0.124,-14.976,0.0872,-0.0855,0.1221,0.247,219.0,218.9875,-0.0125
kafka,1789413749853,1789413749814,21630,38.954890895,-77.14845373,38.954890429,-77.148452721,-0.124,-15.11,0.0874,-0.0518,0.1016,0.514,248.0,248.0,0.0
kafka,1789413749953,1789413749915,21630,38.954889672,-77.148453732,38.954889528,-77.148452721,-0.124,-15.245,0.0876,-0.016,0.089,0.621,224.0,224.0,0.0
kafka,1789413750053,1789413750013,21630,38.954888428,-77.148453733,38.954887727,-77.148452721,-0.124,-15.383,0.0877,-0.0779,0.1173,0.897,229.0,228.9875,-0.0125
kafka,1789413750153,1789413750112,21630,38.954885879,-77.148453738,38.954885024,-77.148452721,-0.125,-15.666,0.0881,-0.0949,0.1295,1.381,251.0,251.0,0.0
kafka,1789413750253,1789413750213,21630,38.954881894,-77.148453744,38.954881421,-77.148452721,-0.125,-16.109,0.0886,-0.0525,0.103,2.266,249.0,249.0,0.0
kafka,1789413750353,1789413750312,21630,38.954880544,-77.148453236,38.95488052,-77.148452721,-0.081,-16.259,0.0446,-0.0026,0.0447,2.311,267.0,267.0,0.0
kafka,1789413750453,1789413750412,21630,38.954880544,-77.148453236,38.95488052,-77.148452721,-0.081,-16.259,0.0446,-0.0026,0.0447,2.039,267.0,267.0,0.0
kafka,1789413750553,1789413750514,21630,38.954881918,-77.148453238,38.954881421,-77.148452721,-0.081,-16.106,0.0448,-0.0551,0.0711,2.068,252.0,251.9875,-0.0125
kafka,1789413750653,1789413750614,21630,38.954881942,-77.148452733,38.954881421,-77.148451568,-0.038,-16.104,0.101,-0.0578,0.1164,1.59,229.0,229.0,0.0
kafka,1789413750753,1789413750717,21630,38.954883316,-77.148452238,38.954883223,-77.148451568,0.005,-15.951,0.0581,-0.0104,0.059,1.022,158.0,158.0,-0.0
kafka,1789413750853,1789413750819,21630,38.954881966,-77.148452227,38.954881421,-77.148451568,0.006,-16.101,0.0572,-0.0605,0.0833,1.01,170.0,170.0,-0.0
kafka,1789413750954,1789413750916,21630,38.954884668,-77.148451752,38.954884123,-77.148451568,0.048,-15.801,0.016,-0.0604,0.0625,1.615,166.0,166.0,-0.0
kafka,1789413751054,1789413751016,21630,38.954882014,-77.148451217,38.954881421,-77.148450414,0.094,-16.096,0.0696,-0.0658,0.0958,1.907,164.0,164.0,0.0
kafka,1789413751154,1789413751115,21630,38.954882087,-77.1484497,38.954881421,-77.14844926,0.225,-16.087,0.0381,-0.0739,0.0832,2.082,152.0,152.0,-0.0
kafka,1789413751254,1789413751215,21630,38.954882087,-77.1484497,38.954881421,-77.14844926,0.225,-16.087,0.0381,-0.0739,0.0832,1.765,104.0,104.0,0.0
kafka,1789413751354,1789413751315,21630,38.954882087,-77.1484497,38.954881421,-77.14844926,0.225,-16.087,0.0381,-0.0739,0.0832,1.465,118.0,118.0,0.0
kafka,1789413751454,1789413751415,21630,38.954880714,-77.148449668,38.95488052,-77.14844926,0.228,-16.24,0.0353,-0.0215,0.0414,1.165,120.0,120.0,-0.0
kafka,1789413751554,1789413751516,21630,38.954879342,-77.14844912,38.954878719,-77.148448107,0.276,-16.392,0.0879,-0.0692,0.1119,0.887,112.0,112.0,0.0
kafka,1789413751654,1789413751617,21630,38.954879392,-77.148448092,38.954878719,-77.148446953,0.365,-16.387,0.0987,-0.0747,0.1238,0.802,108.0,108.0,0.0
kafka,1789413751754,1789413751716,21630,38.954879441,-77.148447064,38.954878719,-77.148446953,0.454,-16.381,0.0096,-0.0801,0.0807,0.981,114.0,114.0,0.0
kafka,1789413751854,1789413751816,21630,38.95487949,-77.148446035,38.954878719,-77.148445799,0.543,-16.376,0.0205,-0.0856,0.088,1.16,120.0,120.0,-0.0
kafka,1789413751954,1789413751917,21630,38.954879514,-77.148445521,38.954878719,-77.148444646,0.588,-16.373,0.0759,-0.0883,0.1164,0.944,123.0,123.0,0.0
kafka,1789413752054,1789413752016,21630,38.954879539,-77.148445007,38.954878719,-77.148444646,0.632,-16.37,0.0313,-0.091,0.0963,0.714,124.0,124.0,-0.0
kafka,1789413752154,1789413752123,21630,38.954879539,-77.148445007,38.954878719,-77.148444646,0.632,-16.37,0.0313,-0.091,0.0963,0.536,126.0,126.0,-0.0
kafka,1789413752254,1789413752215,21630,38.954875232,-77.148444253,38.954875116,-77.148443492,0.698,-16.848,0.066,-0.013,0.0672,1.322,128.0,128.0,-0.0
kafka,1789413752354,1789413752314,21630,38.954872266,-77.148443011,38.954871513,-77.148442338,0.805,-17.178,0.0583,-0.0837,0.102,1.837,140.0,140.0,-0.0
kafka,1789413752454,1789413752415,21630,38.954870794,-77.148441289,38.954870612,-77.148441185,0.954,-17.341,0.009,-0.0202,0.0222,2.19,143.0,143.0,-0.0
kafka,1789413752554,1789413752515,21630,38.954869269,-77.148440082,38.95486881,-77.148438877,1.059,-17.51,0.1044,-0.0509,0.1162,2.499,147.0,147.0,-0.0
kafka,1789413752654,1789413752616,21630,38.954869347,-77.14843844,38.95486881,-77.148437724,1.201,-17.502,0.0621,-0.0596,0.0861,2.784,146.0,146.0,-0.0
kafka,1789413752754,1789413752717,21630,38.954867742,-77.1484383,38.954867009,-77.148437724,1.214,-17.68,0.05,-0.0814,0.0955,2.176,147.0,147.0,-0.0
kafka,1789413752854,1789413752816,21630,38.954869347,-77.14843844,38.95486881,-77.148437724,1.201,-17.502,0.0621,-0.0596,0.0861,1.841,147.0,147.0,-0.0
kafka,1789414080103,1789414080057,22755,38.95494354,-77.148448032,38.954942674,-77.148446953,0.37,-9.265,0.0935,-0.0961,0.1341,1.705,177.0,177.0,0.0
kafka,1789414080203,1789414080158,22755,38.954942494,-77.148447974,38.954941774,-77.148446953,0.375,-9.381,0.0885,-0.08,0.1193,1.436,178.0,178.0,0.0
kafka,1789414080303,1789414080253,22755,38.954941948,-77.148448262,38.954941774,-77.148448107,0.35,-9.442,0.0135,-0.0193,0.0236,1.567,178.0,178.0,0.0
kafka,1789414080403,1789414080358,22755,38.954941411,-77.148448234,38.954940873,-77.148448107,0.352,-9.502,0.011,-0.0597,0.0607,1.471,178.0,178.0,0.0
kafka,1789414080503,1789414080454,22755,38.954941411,-77.148448234,38.954940873,-77.148448107,0.352,-9.502,0.011,-0.0597,0.0607,1.043,178.0,178.0,0.0
kafka,1789414080603,1789414080552,22755,38.954940319,-77.148448177,38.954939972,-77.148446953,0.357,-9.623,0.1061,-0.0385,0.1129,0.726,178.0,178.0,0.0
kafka,1789414080703,1789414080653,22755,38.954938637,-77.148448089,38.95493817,-77.148446953,0.365,-9.81,0.0985,-0.0518,0.1113,0.867,178.0,178.0,0.0
kafka,1789414080803,1789414080755,22755,38.954935706,-77.148447936,38.954935468,-77.148446953,0.378,-10.135,0.0852,-0.0264,0.0892,1.387,177.0,177.0,0.0
kafka,1789414080905,1789414080857,22755,38.954935099,-77.148447905,38.954934567,-77.148446953,0.381,-10.202,0.0825,-0.0591,0.1015,1.402,169.0,169.0,-0.0
kafka,1789414081005,1789414080955,22755,38.954935083,-77.148448243,38.954934567,-77.148448107,0.352,-10.204,0.0118,-0.0573,0.0585,1.461,175.0,175.0,-0.0
kafka,1789414081105,1789414081055,22755,38.954935083,-77.148448243,38.954934567,-77.148448107,0.352,-10.204,0.0118,-0.0573,0.0585,1.219,163.0,163.0,0.0
kafka,1789414081206,1789414081155,22755,38.95493447,-77.148448213,38.954933666,-77.148448107,0.354,-10.272,0.0092,-0.0892,0.0897,0.981,167.0,167.0,-0.0
kafka,1789414081306,1789414081252,22755,38.954931928,-77.148448438,38.954931865,-77.148448107,0.335,-10.554,0.0287,-0.007,0.0296,0.895,204.0,203.9875,-0.0125
kafka,1789414081406,1789414081353,22755,38.954929955,-77.148448348,38.954929163,-77.148448107,0.343,-10.773,0.0209,-0.088,0.0904,1.199,185.0,185.0,0.0
kafka,1789414081507,1789414081451,22755,38.954928566,-77.148449003,38.954928262,-77.148448107,0.286,-10.928,0.0777,-0.0337,0.0847,1.469,184.0,184.0,0.0
kafka,1789414081607,1789414081551,22755,38.954927876,-77.148448976,38.954927361,-77.148448107,0.288,-11.004,0.0754,-0.0571,0.0946,1.622,184.0,184.0,0.0
kafka,1789414081707,1789414081652,22755,38.954927177,-77.148448949,38.95492646,-77.148448107,0.291,-11.082,0.073,-0.0796,0.108,1.641,184.0,184.0,0.0
kafka,1789414081807,1789414081753,22755,38.954926487,-77.148448555,38.95492646,-77.148448107,0.325,-11.158,0.0389,-0.003,0.039,1.243,184.0,184.0,0.0
kafka,1789414081907,1789414081855,22755,38.954927212,-77.148448222,38.95492646,-77.148448107,0.353,-11.078,0.01,-0.0834,0.084,0.976,185.0,185.0,0.0
kafka,1789414082007,1789414081954,22755,38.954925789,-77.148448157,38.954925559,-77.148446953,0.359,-11.236,0.1043,-0.0255,0.1074,0.963,186.0,185.9875,-0.0125
kafka,1789414082107,1789414082054,22755,38.954922854,-77.148447644,38.954921956,-77.148446953,0.404,-11.562,0.0599,-0.0996,0.1163,1.468,185.0,185.0,0.0
kafka,1789414082207,1789414082154,22755,38.95492132,-77.148447569,38.954921056,-77.148446953,0.41,-11.732,0.0534,-0.0294,0.061,1.653,131.0,131.0,-0.0
kafka,1789414082307,1789414082251,22755,38.95492132,-77.148447569,38.954921056,-77.148446953,0.41,-11.732,0.0534,-0.0294,0.061,1.485,170.0,170.0,-0.0
kafka,1789414082407,1789414082361,22755,38.95492132,-77.148447569,38.954921056,-77.148446953,0.41,-11.732,0.0534,-0.0294,0.061,1.315,173.0,173.0,0.0
kafka,1789414082507,1789414082451,22755,38.954920539,-77.148447531,38.954920155,-77.148446953,0.413,-11.819,0.0501,-0.0426,0.0658,1.172,175.0,175.0,-0.0
kafka,1789414082607,1789414082551,22755,38.954919747,-77.148447492,38.954919254,-77.148446953,0.417,-11.907,0.0467,-0.0547,0.072,0.69,172.0,172.0,0.0
kafka,1789414082707,1789414082651,22755,38.95491729,-77.148447767,38.954916552,-77.148446953,0.393,-12.179,0.0706,-0.0819,0.1082,0.897,173.0,173.0,0.0
kafka,1789414082807,1789414082753,22755,38.954913883,-77.148447611,38.954913849,-77.148446953,0.406,-12.558,0.0571,-0.0037,0.0572,1.654,173.0,173.0,0.0
kafka,1789414082907,1789414082854,22755,38.954913864,-77.148448017,38.954913849,-77.148446953,0.371,-12.56,0.0922,-0.0016,0.0922,1.725,173.0,173.0,0.0
kafka,1789414083007,1789414082953,22755,38.954912983,-77.148447979,38.954912948,-77.148446953,0.375,-12.658,0.0889,-0.0038,0.089,1.747,170.0,170.0,-0.0
kafka,1789414083107,1789414083053,22755,38.954912983,-77.148447979,38.954912948,-77.148446953,0.375,-12.658,0.0889,-0.0038,0.089,1.571,171.0,171.0,-0.0
kafka,1789414083207,1789414083156,22755,38.954912983,-77.148447979,38.954912948,-77.148446953,0.375,-12.658,0.0889,-0.0038,0.089,1.023,173.0,173.0,0.0
kafka,1789414083307,1789414083254,22755,38.954912983,-77.148447979,38.954912948,-77.148446953,0.375,-12.658,0.0889,-0.0038,0.089,0.266,207.0,207.0,0.0
kafka,1789414083407,1789414083351,22755,38.954912983,-77.148447979,38.954912948,-77.148446953,0.375,-12.658,0.0889,-0.0038,0.089,0.196,185.0,185.0,0.0
kafka,1789414083507,1789414083451,22755,38.954909334,-77.148447823,38.954908445,-77.148446953,0.388,-13.063,0.0755,-0.0987,0.1243,0.811,183.0,183.0,-0.0
kafka,1789414083607,1789414083552,22755,38.954909314,-77.148448243,38.954908445,-77.148448107,0.352,-13.065,0.0118,-0.0965,0.0972,0.883,183.0,183.0,-0.0
kafka,1789414083707,1789414083653,22755,38.954906439,-77.14844813,38.954905742,-77.148446953,0.361,-13.384,0.102,-0.0773,0.128,1.522,183.0,183.0,-0.0
kafka,1789414083807,1789414083753,22755,38.954906418,-77.148448559,38.954905742,-77.148448107,0.324,-13.386,0.0392,-0.075,0.0847,1.597,183.0,183.0,-0.0
kafka,1789414083907,1789414083854,22755,38.954906398,-77.148448988,38.954905742,-77.148448107,0.287,-13.389,0.0764,-0.0728,0.1055,1.671,184.0,184.0,0.0
kafka,1789414084007,1789414083954,22755,38.954906377,-77.148449416,38.954905742,-77.14844926,0.25,-13.391,0.0135,-0.0705,0.0718,0.935,187.0,186.9875,-0.0125
kafka,1789414084107,1789414084055,22755,38.954904369,-77.148449792,38.954903941,-77.14844926,0.217,-13.614,0.0461,-0.0475,0.0662,1.313,189.0,189.0,0.0
kafka,1789414084207,1789414084155,22755,38.954903269,-77.148451518,38.95490304,-77.148450414,0.068,-13.736,0.0957,-0.0254,0.099,1.06,195.0,194.9875,-0.0125
kafka,1789414084307,1789414084253,22755,38.954903269,-77.148451518,38.95490304,-77.148450414,0.068,-13.736,0.0957,-0.0254,0.099,0.986,196.0,195.9875,-0.0125
kafka,1789414084407,1789414084354,22755,38.954903248,-77.148451957,38.95490304,-77.148451568,0.03,-13.738,0.0337,-0.0231,0.0409,0.988,199.0,199.0,0.0
kafka,1789414084507,1789414084453,22755,38.954903248,-77.148451957,38.95490304,-77.148451568,0.03,-13.738,0.0337,-0.0231,0.0409,0.913,201.0,201.0,-0.0
kafka,1789414084607,1789414084553,22755,38.954902216,-77.148451945,38.954902139,-77.148451568,0.031,-13.853,0.0327,-0.0085,0.0338,0.692,202.0,202.0,0.0
kafka,1789414084707,1789414084654,22755,38.954902216,-77.148451945,38.954902139,-77.148451568,0.031,-13.853,0.0327,-0.0085,0.0338,0.305,203.0,203.0,0.0
kafka,1789414084807,1789414084755,22755,38.954901169,-77.148451934,38.954900338,-77.148451568,0.032,-13.969,0.0317,-0.0923,0.0976,0.538,205.0,205.0,-0.0
kafka,1789414084907,1789414084856,22755,38.954898983,-77.148452813,38.954898536,-77.148452721,-0.045,-14.212,0.008,-0.0497,0.0503,0.97,207.0,207.0,0.0
kafka,1789414085007,1789414084956,22755,38.954897865,-77.148453263,38.954897635,-77.148452721,-0.084,-14.336,0.047,-0.0256,0.0535,1.23,211.0,211.0,0.0
kafka,1789414085107,1789414085056,22755,38.954896752,-77.148453262,38.954896734,-77.148452721,-0.083,-14.459,0.0468,-0.002,0.0469,1.249,205.0,205.0,-0.0
kafka,1789414085207,1789414085156,22755,38.954896752,-77.148453262,38.954896734,-77.148452721,-0.083,-14.459,0.0468,-0.002,0.0469,1.249,202.0,202.0,0.0
kafka,1789414085307,1789414085254,22755,38.954896752,-77.148453262,38.954896734,-77.148452721,-0.083,-14.459,0.0468,-0.002,0.0469,1.016,200.0,200.0,-0.0
kafka,1789414085407,1789414085363,22755,38.95489673,-77.14845372,38.954895834,-77.148452721,-0.123,-14.462,0.0866,-0.0995,0.1319,0.587,198.0,198.0,0.0
kafka,1789414085507,1789414085453,22755,38.9548956,-77.148453722,38.954894933,-77.148452721,-0.123,-14.587,0.0868,-0.074,0.114,0.578,196.0,195.9875,-0.0125
kafka,1789414085607,1789414085554,22755,38.954894451,-77.148453724,38.954894032,-77.148452721,-0.123,-14.715,0.0869,-0.0465,0.0986,0.586,192.0,192.0,-0.0
kafka,1789414085707,1789414085655,22755,38.954893285,-77.148453726,38.954893131,-77.148452721,-0.124,-14.844,0.0871,-0.017,0.0887,0.845,191.0,191.0,-0.0
kafka,1789414085807,1789414085756,22755,38.954893307,-77.148453256,38.954893131,-77.148452721,-0.083,-14.842,0.0464,-0.0195,0.0503,0.926,190.0,190.0,0.0
kafka,1789414085907,1789414085857,22755,38.954892122,-77.148453254,38.95489133,-77.148452721,-0.083,-14.973,0.0462,-0.088,0.0994,1.11,191.0,191.0,-0.0
kafka,1789414086007,1789414085957,22755,38.954890941,-77.148452775,38.954890429,-77.148451568,-0.041,-15.105,0.1047,-0.0569,0.1191,1.134,192.0,192.0,-0.0
kafka,1789414086107,1789414086057,22755,38.954890964,-77.1484523,38.954890429,-77.148451568,0,-15.102,0.0635,-0.0594,0.0869,0.962,194.0,194.0,0.0
kafka,1789414086207,1789414086156,22755,38.954890964,-77.1484523,38.954890429,-77.148451568,0,-15.102,0.0635,-0.0594,0.0869,0.703,271.0,271.0,0.0
kafka,1789414086307,1789414086254,22755,38.954890964,-77.1484523,38.954890429,-77.148451568,0,-15.102,0.0635,-0.0594,0.0869,0.621,165.0,165.0,0.0
kafka,1789414086407,1789414086355,22755,38.954888498,-77.148452279,38.954887727,-77.148451568,0.002,-15.376,0.0617,-0.0856,0.1055,0.905,168.0,168.0,-0.0
kafka,1789414086507,1789414086455,22755,38.954888498,-77.148452279,38.954887727,-77.148451568,0.002,-15.376,0.0617,-0.0856,0.1055,0.63,169.0,169.0,-0.0
kafka,1789414086607,1789414086555,22755,38.954888498,-77.148452279,38.954887727,-77.148451568,0.002,-15.376,0.0617,-0.0856,0.1055,0.548,169.0,169.0,-0.0
kafka,1789414086707,1789414086655,22755,38.954888521,-77.148451794,38.954887727,-77.148451568,0.044,-15.373,0.0196,-0.0882,0.0903,0.632,168.0,168.0,-0.0
kafka,1789414086807,1789414086757,22755,38.954888521,-77.148451794,38.954887727,-77.148451568,0.044,-15.373,0.0196,-0.0882,0.0903,0.632,167.0,167.0,-0.0
kafka,1789414086907,1789414086857,22755,38.954887468,-77.148447381,38.954886826,-77.148446953,0.426,-15.49,0.0371,-0.0713,0.0803,0.884,146.0,146.0,-0.0
kafka,1789414087007,1789414086958,22755,38.954887491,-77.148446892,38.954886826,-77.148445799,0.469,-15.488,0.0947,-0.0739,0.1201,0.969,136.0,136.0,-0.0
kafka,1789414087107,1789414087058,22755,38.954886209,-77.148446837,38.954885925,-77.148445799,0.474,-15.63,0.09,-0.0315,0.0953,1.254,133.0,133.0,0.0
kafka,1789414087207,1789414087158,22755,38.954884929,-77.148446285,38.954884123,-77.148445799,0.521,-15.772,0.0421,-0.0894,0.0988,1.47,133.0,133.0,0.0
kafka,1789414087307,1789414087256,22755,38.954884977,-77.148445291,38.954884123,-77.148444646,0.608,-15.767,0.0559,-0.0947,0.11,1.642,131.0,131.0,-0.0
kafka,1789414087407,1789414087357,22755,38.954885024,-77.148444297,38.954884123,-77.148443492,0.694,-15.761,0.0697,-0.1,0.1219,1.015,124.0,124.0,-0.0
kafka,1789414087507,1789414087456,22755,38.954885071,-77.148443303,38.954885024,-77.148442338,0.78,-15.756,0.0836,-0.0052,0.0837,1.103,126.0,126.0,-0.0
kafka,1789414087607,1789414087556,22755,38.954885095,-77.148442806,38.954885024,-77.148442338,0.823,-15.754,0.0405,-0.0079,0.0413,0.904,123.0,123.0,0.0
kafka,1789414087707,1789414087657,22755,38.954885095,-77.148442806,38.954885024,-77.148442338,0.823,-15.754,0.0405,-0.0079,0.0413,0.604,120.0,120.0,-0.0
kafka,1789414087807,1789414087759,22755,38.954883795,-77.148442214,38.954883223,-77.148441185,0.874,-15.898,0.0892,-0.0635,0.1096,0.738,118.0,118.0,0.0
kafka,1789414087907,1789414087860,22755,38.954883819,-77.148441713,38.954883223,-77.148441185,0.918,-15.895,0.0458,-0.0662,0.0805,0.652,119.0,119.0,0.0
kafka,1789414088008,1789414087959,22755,38.954883819,-77.148441713,38.954883223,-77.148441185,0.918,-15.895,0.0458,-0.0662,0.0805,0.48,121.0,121.0,-0.0
kafka,1789414088108,1789414088059,22755,38.954883819,-77.148441713,38.954883223,-77.148441185,0.918,-15.895,0.0458,-0.0662,0.0805,0.393,122.0,122.0,-0.0
kafka,1789414088208,1789414088159,22755,38.954883795,-77.148442214,38.954883223,-77.148441185,0.874,-15.898,0.0892,-0.0635,0.1096,0.48,122.0,122.0,-0.0
