condition,run,object_id,t_flir_detect,t_flir_log,t_streets_rx,t_kafka_produce,t_kafka_sdo_create,t_sdss_consume,t_sdss_send,t_kafka_sdsm_create,t_streets_sdsm_rx,t_streets_encode,t_pc2_tena_rx,t_pc2_tena_tx,sdsm_uper_hex,t_pc1_tena_rx,t_pc1_bus,t_immediate_fwd,t_rsu_broadcast,t_ros_inbound,t_ros_j3224,t_ros_fused,t_obu_radio_rx,stages_reached,reached_vehicle,last_stage_reached,d_flir_detect__flir_log_ms,d_flir_log__streets_rx_ms,d_streets_rx__kafka_produce_ms,d_kafka_produce__kafka_sdo_create_ms,d_kafka_sdo_create__sdss_consume_ms,d_sdss_consume__sdss_send_ms,d_sdss_send__kafka_sdsm_create_ms,d_kafka_sdsm_create__streets_sdsm_rx_ms,d_streets_sdsm_rx__streets_encode_ms,d_streets_encode__pc2_tena_rx_ms,d_pc2_tena_rx__pc2_tena_tx_ms,d_pc2_tena_tx__pc1_tena_rx_ms,d_pc1_tena_rx__pc1_bus_ms,d_pc1_bus__immediate_fwd_ms,d_immediate_fwd__rsu_broadcast_ms,d_rsu_broadcast__obu_radio_rx_ms,d_obu_radio_rx__ros_inbound_ms,d_ros_inbound__ros_j3224_ms,d_ros_j3224__ros_fused_ms,lat_flir_log_ms,lat_streets_rx_ms,lat_kafka_produce_ms,lat_kafka_sdo_create_ms,lat_sdss_consume_ms,lat_sdss_send_ms,lat_kafka_sdsm_create_ms,lat_streets_sdsm_rx_ms,lat_streets_encode_ms,lat_pc2_tena_rx_ms,lat_pc2_tena_tx_ms,lat_pc1_tena_rx_ms,lat_pc1_bus_ms,lat_immediate_fwd_ms,lat_rsu_broadcast_ms,lat_obu_radio_rx_ms,lat_ros_inbound_ms,lat_ros_j3224_ms,lat_ros_fused_ms
10sec,10sec_run5,24598,1789414654830,1789414654842,1789414654843,1789414654843,1789414654843,1789414654850,1789414654876,1789414654876,1789414654883,1789414654883,1789414654883,1789414654883,0029326c313233343fdfaa5d39620f1a4299b9055e7a9bd50e200000000000016059180598280c662bfd73fffff81fe80026f90880,1789414654886,1789414654887,1789414654887,1789414654895.948,1789414654904.512,1789414654945.2791,1789414655026.2705,1789414654908.925,20,True,t_ros_fused,12,1,0,0,7,26,0,7,0,0,0,3,1,0,8.947998046875,12.97705078125,-4.4130859375,40.76708984375,80.991455078125,12,13,13,13,20,46,46,53,53,53,53,56,57,57,65.947998046875,78.925048828125,74.511962890625,115.279052734375,196.2705078125
10sec,10sec_run5,24598,1789414654929,1789414654943,1789414654944,1789414654944,1789414654944,1789414654950,1789414654977,1789414654977,1789414654982,1789414654982,1789414654983,1789414654983,0029326d313233343fdfaa5d3962281a4299b9055e7a9bd50e2000000000000160591805982c0c663bfd73fffff81c680026f90880,1789414654985,1789414654985,1789414654985,1789414654993.834,1789414654999.2751,1789414655002.8738,1789414655026.2705,1789414655003.665,20,True,t_ros_fused,14,1,0,0,6,27,0,5,0,1,0,2,0,0,8.833984375,9.8310546875,-4.389892578125,3.5986328125,23.396728515625,14,15,15,15,21,48,48,53,53,54,54,56,56,56,64.833984375,74.6650390625,70.275146484375,73.873779296875,97.2705078125
10sec,10sec_run5,24598,1789414655030,1789414655035,1789414655035,1789414655035,1789414655035,1789414655042,1789414655077,1789414655077,1789414655082,1789414655083,1789414655083,1789414655083,0029326e313233343fdfaa5d3962411a4299b9055e7a9bd50e200000000000016059180598280c6653fd73fffff81fe80026f90880,1789414655085,1789414655085,1789414655085,1789414655093.575,1789414655108.7368,1789414655154.1201,1789414655240.4641,1789414655108.1592,20,True,t_ros_fused,5,0,0,0,7,35,0,5,1,0,0,2,0,0,8.574951171875,14.584228515625,0.57763671875,45.38330078125,86.343994140625,5,5,5,5,12,47,47,52,53,53,53,55,55,55,63.574951171875,78.1591796875,78.73681640625,124.1201171875,210.464111328125
10sec,10sec_run5,24598,1789414655131,1789414655146,1789414655147,1789414655147,1789414655147,1789414655152,1789414655176,1789414655176,1789414655183,1789414655183,1789414655184,1789414655184,0029326f313233343fdfaa5d39625a1a4299b9055e7a9bd50e200000000000016059180598240c6653fd73fffff81fe80026db0880,1789414655186,1789414655186,1789414655187,1789414655195.3298,1789414655203.697,1789414655263.2793,1789414655353.3467,1789414655203.895,20,True,t_ros_fused,15,1,0,0,5,24,0,7,0,1,0,2,0,1,8.329833984375,8.565185546875,-0.197998046875,59.582275390625,90.0673828125,15,16,16,16,21,45,45,52,52,53,53,55,55,56,64.329833984375,72.89501953125,72.697021484375,132.279296875,222.3466796875
10sec,10sec_run5,24598,1789414655232,1789414655237,1789414655238,1789414655238,1789414655238,1789414655244,1789414655277,1789414655277,1789414655283,1789414655283,1789414655283,1789414655283,00293270313233343fdfaa5d3962731a4299b9055e7a9bd50e200000000000016059180598200c6653fd73fffff816e8002018f880,1789414655285,1789414655285,1789414655285,1789414655294.2041,1789414655308.0256,1789414655414.2043,1789414655501.5793,1789414655311.407,20,True,t_ros_fused,5,1,0,0,6,33,0,6,0,0,0,2,0,0,9.2041015625,17.202880859375,-3.38134765625,106.1787109375,87.375,5,6,6,6,12,45,45,51,51,51,51,53,53,53,62.2041015625,79.406982421875,76.025634765625,182.204345703125,269.579345703125
10sec,10sec_run5,24598,1789414655332,1789414655338,1789414655339,1789414655339,1789414655339,1789414655345,1789414655377,1789414655377,1789414655383,1789414655384,1789414655384,1789414655384,00293271313233343fdfaa5d39628c1a4299b9055e7a9bd50e200000000000016059180598200c6683fd73fffff81ae800200a0880,1789414655386,1789414655386,1789414655386,1789414655394.7529,1789414655400.8857,1789414655501.8367,1789414655606.155,1789414655405.137,20,True,t_ros_fused,6,1,0,0,6,32,0,6,1,0,0,2,0,0,8.7529296875,10.384033203125,-4.251220703125,100.950927734375,104.318359375,6,7,7,7,13,45,45,51,52,52,52,54,54,54,62.7529296875,73.136962890625,68.8857421875,169.836669921875,274.155029296875
10sec,10sec_run5,24598,1789414655433,1789414655440,1789414655442,1789414655442,1789414655442,1789414655449,1789414655477,1789414655477,1789414655483,1789414655483,1789414655483,1789414655483,00293272313233343fdfaa5d3962a51a4299b9055e7a9bd50e2000000000000160591805981c0c6693fd73fffff81ba800200a0880,1789414655485,1789414655485,1789414655486,1789414655494.498,1789414655500.9004,1789414655598.0986,1789414655606.155,1789414655504.748,20,True,t_ros_fused,7,2,0,0,7,28,0,6,0,0,0,2,0,1,8.498046875,10.25,-3.84765625,97.1982421875,8.056396484375,7,9,9,9,16,44,44,50,50,50,50,52,52,53,61.498046875,71.748046875,67.900390625,165.0986328125,173.155029296875
10sec,10sec_run5,24598,1789414655532,1789414655542,1789414655543,1789414655543,1789414655543,1789414655549,1789414655576,1789414655576,1789414655582,1789414655582,1789414655583,1789414655583,00293273313233343fdfaa5d3962be1a4299b9055e7a9bd50e200000000000016059180598200c66abfd73fffff81c68002004f880,1789414655586,1789414655586,1789414655587,1789414655595.2939,1789414655598.9731,1789414655642.95,1789414655651.6011,1789414655603.3621,20,True,t_ros_fused,10,1,0,0,6,27,0,6,0,1,0,3,0,1,8.2939453125,8.068115234375,-4.388916015625,43.976806640625,8.651123046875,10,11,11,11,17,44,44,50,50,51,51,54,54,55,63.2939453125,71.362060546875,66.97314453125,110.949951171875,119.60107421875
10sec,10sec_run5,24598,1789414655631,1789414655643,1789414655671,1789414655671,1789414655671,1789414655681,1789414655683,1789414655683,1789414655690,1789414655691,1789414655691,1789414655691,00293274313233343fdfaa5d3962d89a4299b9055e7a9bd50e2000000000000160591805983c0c66abfd7bfffff81c6800200a0880,1789414655693,1789414655693,1789414655693,1789414655701.969,1789414655718.6597,1789414655722.9548,1789414655723.572,1789414655722.4971,20,True,t_ros_fused,12,28,0,0,10,2,0,7,1,0,0,2,0,0,8.968994140625,20.528076171875,-3.83740234375,4.295166015625,0.6171875,12,40,40,40,50,52,52,59,60,60,60,62,62,62,70.968994140625,91.4970703125,87.65966796875,91.954833984375,92.572021484375
10sec,10sec_run5,24598,1789414655732,1789414655746,1789414655747,1789414655747,1789414655747,1789414655753,1789414655783,1789414655783,1789414655789,1789414655789,1789414655789,1789414655790,00293275313233343fdfaa5d3962f19a4299b9055e7a9bd50e200000000000016059180598380c66abfd7bfffff81ce800200a0880,1789414655792,1789414655792,1789414655792,1789414655800.8201,1789414655815.0334,1789414655848.6528,1789414655946.1877,1789414655819.2471,20,True,t_ros_fused,14,1,0,0,6,30,0,6,0,0,1,2,0,0,8.820068359375,18.427001953125,-4.213623046875,33.619384765625,97.534912109375,14,15,15,15,21,51,51,57,57,57,58,60,60,60,68.820068359375,87.2470703125,83.033447265625,116.65283203125,214.187744140625
10sec,10sec_run5,24598,1789414655845,1789414655858,1789414655858,1789414655858,1789414655858,1789414655864,1789414655883,1789414655883,1789414655888,1789414655888,1789414655889,1789414655889,00293276313233343fdfaa5d39630a9a4299b9055e7a9bd50e200000000000016059180598040c66cbfd7bfffff8192800200f0880,1789414655891,1789414655891,1789414655891,1789414655900.259,1789414655910.6289,1789414655946.3367,1789414656022.6265,1789414655914.9629,20,True,t_ros_fused,13,0,0,0,6,19,0,5,0,1,0,2,0,0,9.259033203125,14.703857421875,-4.333984375,35.707763671875,76.289794921875,13,13,13,13,19,38,38,43,43,44,44,46,46,46,55.259033203125,69.962890625,65.62890625,101.336669921875,177.62646484375
10sec,10sec_run5,24598,1789414655933,1789414655939,1789414655939,1789414655939,1789414655939,1789414655945,1789414655982,1789414655982,1789414655988,1789414655988,1789414655988,1789414655988,00293277313233343fdfaa5d3963239a4299b9055e7a9bd50e200000000000016059180598340c66ebfd7bfffff81c6800200f0880,1789414655990,1789414655990,1789414655991,1789414655999.198,1789414656005.3474,1789414656020.522,1789414656022.6265,1789414656009.7051,20,True,t_ros_fused,6,0,0,0,6,37,0,6,0,0,0,2,0,1,8.197998046875,10.507080078125,-4.357666015625,15.174560546875,2.1044921875,6,6,6,6,12,49,49,55,55,55,55,57,57,58,66.197998046875,76.705078125,72.347412109375,87.52197265625,89.62646484375
10sec,10sec_run5,24598,1789414656033,1789414656040,1789414656041,1789414656041,1789414656041,1789414656047,1789414656082,1789414656082,1789414656089,1789414656089,1789414656089,1789414656089,00293278313233343fdfaa5d39633c9a4299b9055e7a9bd50e200000000000016059180598340c6703fd7bfffff81c6800200f0880,1789414656092,1789414656092,1789414656092,1789414656100.6528,1789414656111.825,1789414656117.7073,1789414656154.7927,1789414656116.198,20,True,t_ros_fused,7,1,0,0,6,35,0,7,0,0,0,3,0,0,8.65283203125,15.545166015625,-4.373046875,5.88232421875,37.08544921875,7,8,8,8,14,49,49,56,56,56,56,59,59,59,67.65283203125,83.197998046875,78.824951171875,84.707275390625,121.792724609375
10sec,10sec_run5,24598,1789414656132,1789414656141,1789414656142,1789414656142,1789414656142,1789414656148,1789414656182,1789414656182,1789414656188,1789414656188,1789414656188,1789414656188,00293279313233343fdfaa5d3963559a4299b9055e7a9bd50e200000000000016059180598380c6703fd7bfffff81d2800200f0880,1789414656190,1789414656191,1789414656191,1789414656199.187,1789414656205.585,1789414656213.3127,1789414656250.3933,1789414656209.9531,20,True,t_ros_fused,9,1,0,0,6,34,0,6,0,0,0,2,1,0,8.18701171875,10.76611328125,-4.3681640625,7.727783203125,37.08056640625,9,10,10,10,16,50,50,56,56,56,56,58,59,59,67.18701171875,77.953125,73.5849609375,81.312744140625,118.393310546875
10sec,10sec_run5,24598,1789414656233,1789414656243,1789414656244,1789414656244,1789414656244,1789414656250,1789414656282,1789414656282,1789414656288,1789414656288,1789414656288,1789414656288,0029327a313233343fdfaa5d39636e9a4299b9055e7a9bd50e200000000000016059180598340c6703fd7bfffff81c680020140880,1789414656290,1789414656290,1789414656291,1789414656299.533,1789414656304.5264,1789414656329.0415,1789414656331.71,1789414656308.7039,20,True,t_ros_fused,10,1,0,0,6,32,0,6,0,0,0,2,0,1,8.532958984375,9.1708984375,-4.177490234375,24.51513671875,2.66845703125,10,11,11,11,17,49,49,55,55,55,55,57,57,58,66.532958984375,75.703857421875,71.5263671875,96.04150390625,98.7099609375
10sec,10sec_run5,24598,1789414656333,1789414656344,1789414656345,1789414656345,1789414656345,1789414656352,1789414656383,1789414656383,1789414656389,1789414656389,1789414656389,1789414656389,0029327b313233343fdfaa5d3963879a4299b9055e7a9bd50e200000000000016059180598340c670bfd83fffff813280020140880,1789414656391,1789414656391,1789414656392,1789414656401.0068,1789414656405.7856,1789414656416.9487,1789414656430.3042,1789414656410.168,20,True,t_ros_fused,11,1,0,0,7,31,0,6,0,0,0,2,0,1,9.0068359375,9.1611328125,-4.38232421875,11.1630859375,13.35546875,11,12,12,12,19,50,50,56,56,56,56,58,58,59,68.0068359375,77.16796875,72.78564453125,83.94873046875,97.30419921875
10sec,10sec_run5,24598,1789414656434,1789414656445,1789414656446,1789414656447,1789414656447,1789414656452,1789414656482,1789414656482,1789414656488,1789414656488,1789414656488,1789414656488,0029327c313233343fdfaa5d3963a09a4299b9055e7a9bd50e200000000000016059180598300c6733fd83fffff815680020140880,1789414656490,1789414656491,1789414656491,1789414656499.3801,1789414656514.0237,1789414656564.4109,1789414656624.5859,1789414656515.6008,20,True,t_ros_fused,11,1,1,0,5,30,0,6,0,0,0,2,1,0,8.380126953125,16.220703125,-1.5771484375,50.38720703125,60.175048828125,11,12,13,13,18,48,48,54,54,54,54,56,57,57,65.380126953125,81.600830078125,80.023681640625,130.410888671875,190.5859375
10sec,10sec_run5,24598,1789414656533,1789414656547,1789414656548,1789414656549,1789414656549,1789414656555,1789414656583,1789414656583,1789414656589,1789414656589,1789414656590,1789414656590,0029327d313233343fdfaa5d3963b99a4299b9055e7a9bd50e200000000000016059180598340c6743fd83fffff814680020140880,1789414656592,1789414656592,1789414656592,1789414656601.0181,1789414656609.0166,1789414656622.7417,1789414656624.5859,1789414656613.281,20,True,t_ros_fused,14,1,1,0,6,28,0,6,0,1,0,2,0,0,9.01806640625,12.262939453125,-4.264404296875,13.72509765625,1.84423828125,14,15,16,16,22,50,50,56,56,57,57,59,59,59,68.01806640625,80.281005859375,76.0166015625,89.74169921875,91.5859375
10sec,10sec_run5,24598,1789414656632,1789414656638,1789414656638,1789414656638,1789414656638,1789414656644,1789414656682,1789414656682,1789414656688,1789414656688,1789414656688,1789414656688,0029327e313233343fdfaa5d3963d29a4299b9055e7a9bd50e200000000000016059180598380c6753fd83fffff817a80020140880,1789414656691,1789414656691,1789414656691,1789414656699.8049,1789414656712.0964,1789414656807.4299,1789414656844.7192,1789414656710.895,20,True,t_ros_fused,6,0,0,0,6,38,0,6,0,0,0,3,0,0,8.804931640625,11.090087890625,1.201416015625,95.33349609375,37.289306640625,6,6,6,6,12,50,50,56,56,56,56,59,59,59,67.804931640625,78.89501953125,80.096435546875,175.429931640625,212.71923828125
15sec,15sec_run1,25023,1789414891768,1789414891813,1789414891814,1789414891814,1789414891814,1789414891820,1789414891821,1789414891821,1789414891827,1789414891827,1789414891827,1789414891827,00293253313233343fdfaa5d3a5f131a4299b9055e7a9bd50e200000000000016059186fd8400c66c3fd6bfffff81da80023700880,1789414891829,1789414891830,1789414891830,1789414891839.312,1789414891844.1377,1789414892001.3528,1789414892061.1567,1789414891848.563,20,True,t_ros_fused,45,1,0,0,6,1,0,6,0,0,0,2,1,0,9.31201171875,9.2509765625,-4.42529296875,157.215087890625,59.803955078125,45,46,46,46,52,53,53,59,59,59,59,61,62,62,71.31201171875,80.56298828125,76.1376953125,233.352783203125,293.15673828125
15sec,15sec_run1,25023,1789414891869,1789414891874,1789414891883,1789414891883,1789414891883,1789414891889,1789414891920,1789414891920,1789414891926,1789414891926,1789414891926,1789414891926,00293254313233343fdfaa5d3a5f2c1a4299b9055e7a9bd50e200000000000016059186fd83c0c66cbfd63fffff81ce80023660880,1789414891929,1789414891929,1789414891929,1789414891938.98,1789414891942.7234,1789414892061.4844,1789414892071.7534,1789414891947.186,20,True,t_ros_fused,5,9,0,0,6,31,0,6,0,0,0,3,0,0,9.97998046875,8.2060546875,-4.462646484375,118.760986328125,10.26904296875,5,14,14,14,20,51,51,57,57,57,57,60,60,60,69.97998046875,78.18603515625,73.723388671875,192.484375,202.75341796875
15sec,15sec_run1,25023,1789414891969,1789414891975,1789414891976,1789414891976,1789414891976,1789414891982,1789414892020,1789414892020,1789414892027,1789414892027,1789414892027,1789414892027,00293255313233343fdfaa5d3a5f451a4299b9055e7a9bd50e200000000000016059186fd83c0c66c3fd6bfffff81da800235c0880,1789414892029,1789414892029,1789414892030,1789414892038.562,1789414892047.2981,1789414892160.8633,1789414892222.9954,1789414892051.6819,20,True,t_ros_fused,6,1,0,0,6,38,0,7,0,0,0,2,0,1,8.56201171875,13.119873046875,-4.3837890625,113.565185546875,62.132080078125,6,7,7,7,13,51,51,58,58,58,58,60,60,61,69.56201171875,82.681884765625,78.298095703125,191.86328125,253.995361328125
15sec,15sec_run1,25023,1789414892069,1789414892077,1789414892077,1789414892077,1789414892077,1789414892083,1789414892120,1789414892120,1789414892126,1789414892126,1789414892127,1789414892127,00293256313233343fdfaa5d3a5f5e1a4299b9055e7a9bd50e200000000000016059186fd83c0c66c3fd6bfffff80e680021540880,1789414892129,1789414892129,1789414892129,1789414892138.366,1789414892146.0603,1789414892223.1516,1789414892298.2615,1789414892150.2849,20,True,t_ros_fused,8,0,0,0,6,37,0,6,0,1,0,2,0,0,9.365966796875,11.9189453125,-4.224609375,77.09130859375,75.10986328125,8,8,8,8,14,51,51,57,57,58,58,60,60,60,69.365966796875,81.284912109375,77.060302734375,154.151611328125,229.261474609375
15sec,15sec_run1,25023,1789414892170,1789414892178,1789414892178,1789414892179,1789414892179,1789414892185,1789414892220,1789414892220,1789414892226,1789414892226,1789414892227,1789414892227,00293257313233343fdfaa5d3a5f771a4299b9055e7a9bd50e200000000000016059186fd8380c66b3fd6bfffff811a80024510880,1789414892229,1789414892229,1789414892230,1789414892238.5181,1789414892250.4272,1789414892270.7781,1789414892298.2615,1789414892254.9031,20,True,t_ros_fused,8,0,1,0,6,35,0,6,0,1,0,2,0,1,8.51806640625,16.385009765625,-4.475830078125,20.350830078125,27.4833984375,8,8,9,9,15,50,50,56,56,57,57,59,59,60,68.51806640625,84.903076171875,80.42724609375,100.778076171875,128.261474609375
15sec,15sec_run1,25023,1789414892271,1789414892279,1789414892283,1789414892283,1789414892283,1789414892289,1789414892320,1789414892321,1789414892326,1789414892326,1789414892327,1789414892327,00293258313233343fdfaa5d3a5f901a4299b9055e7a9bd50e200000000000016059186fd8340c66a3fd6bfffff80de80023fbf880,1789414892329,1789414892329,1789414892329,1789414892337.813,1789414892347.051,1789414892355.908,1789414892405.5181,1789414892351.5479,20,True,t_ros_fused,8,4,0,0,6,31,1,5,0,1,0,2,0,0,8.81298828125,13.73486328125,-4.496826171875,8.85693359375,49.610107421875,8,12,12,12,18,49,50,55,55,56,56,58,58,58,66.81298828125,80.5478515625,76.051025390625,84.907958984375,134.51806640625
15sec,15sec_run1,25023,1789414892372,1789414892380,1789414892381,1789414892381,1789414892381,1789414892387,1789414892421,1789414892421,1789414892430,1789414892430,1789414892430,1789414892430,00293259313233343fdfaa5d3a5fa91a4299b9055e7a9bd50e200000000000016059186fd8300c668bfd6bfffff814680023660880,1789414892433,1789414892433,1789414892433,1789414892442.186,1789414892445.6675,1789414892470.1953,1789414892486.5676,1789414892450.144,20,True,t_ros_fused,8,1,0,0,6,34,0,9,0,0,0,3,0,0,9.18603515625,7.9580078125,-4.4765625,24.52783203125,16.372314453125,8,9,9,9,15,49,49,58,58,58,58,61,61,61,70.18603515625,78.14404296875,73.66748046875,98.1953125,114.567626953125
15sec,15sec_run1,25023,1789414892471,1789414892482,1789414892483,1789414892483,1789414892483,1789414892489,1789414892520,1789414892520,1789414892527,1789414892527,1789414892527,1789414892527,0029325a313233343fdfaa5d3a5fc21a4299b9055e7a9bd50e200000000000016059186fd8340c668bfd6bfffff813a800236b0880,1789414892529,1789414892529,1789414892530,1789414892538.708,1789414892549.0793,1789414892594.6833,1789414892694.0181,1789414892552.7471,20,True,t_ros_fused,11,1,0,0,6,31,0,7,0,0,0,2,0,1,8.7080078125,14.0390625,-3.667724609375,45.60400390625,99.334716796875,11,12,12,12,18,49,49,56,56,56,56,58,58,59,67.7080078125,81.7470703125,78.079345703125,123.683349609375,223.01806640625
15sec,15sec_run1,25023,1789414892572,1789414892583,1789414892584,1789414892584,1789414892584,1789414892591,1789414892620,1789414892620,1789414892626,1789414892626,1789414892626,1789414892626,0029325b313233343fdfaa5d3a5fdb1a4299b9055e7a9bd50e200000000000016059186fd8300c668bfd6bfffff812280023700880,1789414892629,1789414892629,1789414892629,1789414892638.4622,1789414892647.1208,1789414892674.0886,1789414892694.0181,1789414892651.4028,20,True,t_ros_fused,11,1,0,0,7,29,0,6,0,0,0,3,0,0,9.462158203125,12.940673828125,-4.281982421875,26.9677734375,19.929443359375,11,12,12,12,19,48,48,54,54,54,54,57,57,57,66.462158203125,79.40283203125,75.120849609375,102.088623046875,122.01806640625
15sec,15sec_run1,25023,1789414892672,1789414892684,1789414892685,1789414892685,1789414892685,1789414892691,1789414892720,1789414892720,1789414892726,1789414892726,1789414892727,1789414892727,0029325c313233343fdfaa5d3a5ff41a4299b9055e7a9bd50e200000000000016059186fd8300c667bfd6bfffff811280023750880,1789414892729,1789414892729,1789414892729,1789414892738.429,1789414892752.636,1789414892767.3262,1789414892968.6772,1789414892756.9102,20,True,t_ros_fused,12,1,0,0,6,29,0,6,0,1,0,2,0,0,9.428955078125,18.481201171875,-4.274169921875,14.690185546875,201.35107421875,12,13,13,13,19,48,48,54,54,55,55,57,57,57,66.428955078125,84.91015625,80.635986328125,95.326171875,296.67724609375
15sec,15sec_run1,25023,1789414892770,1789414892775,1789414892776,1789414892776,1789414892776,1789414892783,1789414892820,1789414892820,1789414892826,1789414892826,1789414892827,1789414892827,0029325d313233343fdfaa5d3a600d1a4299b9055e7a9bd50e200000000000016059186fd8380c6653fd6bfffff81aa80023750880,1789414892830,1789414892830,1789414892830,1789414892839.1162,1789414892852.0127,1789414892969.7412,1789414892970.5645,1789414892856.4729,20,True,t_ros_fused,5,1,0,0,7,37,0,6,0,1,0,3,0,0,9.1162109375,17.356689453125,-4.460205078125,117.728515625,0.8232421875,5,6,6,6,13,50,50,56,56,57,57,60,60,60,69.1162109375,86.472900390625,82.0126953125,199.7412109375,200.564453125
15sec,15sec_run1,25023,1789414892872,1789414892877,1789414892884,1789414892884,1789414892884,1789414892890,1789414892921,1789414892921,1789414892927,1789414892927,1789414892927,1789414892927,0029325e313233343fdfaa5d3a60261a4299b9055e7a9bd50e200000000000016059186fd8300c663bfd6bfffff8186800237a0880,1789414892929,1789414892929,1789414892929,1789414892938.552,1789414892945.4268,1789414892970.7446,1789414893021.6987,1789414892949.218,20,True,t_ros_fused,5,7,0,0,6,31,0,6,0,0,0,2,0,0,9.552001953125,10.666015625,-3.791259765625,25.31787109375,50.9541015625,5,12,12,12,18,49,49,55,55,55,55,57,57,57,66.552001953125,77.218017578125,73.4267578125,98.74462890625,149.69873046875
15sec,15sec_run1,25023,1789414892969,1789414892979,1789414892979,1789414892980,1789414892980,1789414892985,1789414893020,1789414893020,1789414893026,1789414893026,1789414893026,1789414893026,0029325f313233343fdfaa5d3a603f1a4299b9055e7a9bd50e200000000000016059186fd83c0c6623fd6bfffff81fa800237a0880,1789414893029,1789414893029,1789414893029,1789414893037.906,1789414893041.4893,1789414893047.4753,1789414893082.8516,1789414893045.9548,20,True,t_ros_fused,10,0,1,0,5,35,0,6,0,0,0,3,0,0,8.906005859375,8.048828125,-4.465576171875,5.986083984375,35.376220703125,10,10,11,11,16,51,51,57,57,57,57,60,60,60,68.906005859375,76.954833984375,72.4892578125,78.475341796875,113.8515625
15sec,15sec_run1,25023,1789414893070,1789414893080,1789414893081,1789414893081,1789414893081,1789414893087,1789414893121,1789414893121,1789414893126,1789414893127,1789414893127,1789414893127,00293260313233343fdfaa5d3a60581a4299b9055e7a9bd50e200000000000016059186fd8380c6633fd6bfffff823a800237a0880,1789414893129,1789414893129,1789414893129,1789414893138.4971,1789414893148.7808,1789414893153.8467,1789414893198.2524,1789414893149.446,20,True,t_ros_fused,10,1,0,0,6,34,0,5,1,0,0,2,0,0,9.4970703125,10.948974609375,-0.665283203125,5.06591796875,44.40576171875,10,11,11,11,17,51,51,56,57,57,57,59,59,59,68.4970703125,79.446044921875,78.78076171875,83.8466796875,128.25244140625
15sec,15sec_run1,25023,1789414893171,1789414893182,1789414893182,1789414893182,1789414893182,1789414893189,1789414893220,1789414893220,1789414893226,1789414893226,1789414893227,1789414893227,00293261313233343fdfaa5d3a60711a4299b9055e7a9bd50e200000000000016059186fd8340c6623fd6bfffff8242800237a0880,1789414893229,1789414893229,1789414893229,1789414893238.2258,1789414893250.4919,1789414893299.6497,1789414893394.1858,1789414893254.939,20,True,t_ros_fused,11,0,0,0,7,31,0,6,0,1,0,2,0,0,9.225830078125,16.713134765625,-4.447021484375,49.15771484375,94.5361328125,11,11,11,11,18,49,49,55,55,56,56,58,58,58,67.225830078125,83.93896484375,79.491943359375,128.649658203125,223.185791015625
15sec,15sec_run1,25023,1789414893271,1789414893283,1789414893284,1789414893284,1789414893284,1789414893289,1789414893321,1789414893321,1789414893326,1789414893326,1789414893327,1789414893327,00293262313233343fdfaa5d3a608a1a4299b9055e7a9bd50e200000000000016059186fd8340c6623fd6bfffff815e800237a0880,1789414893329,1789414893329,1789414893330,1789414893338.688,1789414893350.1345,1789414893394.6443,1789414893485.0354,1789414893354.552,20,True,t_ros_fused,12,1,0,0,5,32,0,5,0,1,0,2,0,1,8.68798828125,15.864013671875,-4.41748046875,44.509765625,90.39111328125,12,13,13,13,18,50,50,55,55,56,56,58,58,59,67.68798828125,83.552001953125,79.134521484375,123.644287109375,214.035400390625
15sec,15sec_run1,25023,1789414893371,1789414893384,1789414893384,1789414893384,1789414893384,1789414893390,1789414893420,1789414893420,1789414893427,1789414893427,1789414893427,1789414893427,00293263313233343fdfaa5d3a60a31a4299b9055e7a9bd50e200000000000016059186fd8340c6613fd73fffff816680023750880,1789414893429,1789414893429,1789414893430,1789414893438.6621,1789414893444.8225,1789414893451.7429,1789414893485.0354,1789414893449.2959,20,True,t_ros_fused,13,0,0,0,6,30,0,7,0,0,0,2,0,1,8.662109375,10.6337890625,-4.473388671875,6.92041015625,33.29248046875,13,13,13,13,19,49,49,56,56,56,56,58,58,59,67.662109375,78.2958984375,73.822509765625,80.742919921875,114.035400390625
15sec,15sec_run1,25023,1789414893473,1789414893485,1789414893486,1789414893486,1789414893486,1789414893492,1789414893521,1789414893521,1789414893527,1789414893527,1789414893528,1789414893528,00293264313233343fdfaa5d3a60bc1a4299b9055e7a9bd50e200000000000016059186fd82c0c65ebfd73fffff819680023750880,1789414893530,1789414893530,1789414893530,1789414893539.376,1789414893543.4744,1789414893597.4849,1789414893691.6799,1789414893547.9131,20,True,t_ros_fused,12,1,0,0,6,29,0,6,0,1,0,2,0,0,9.3759765625,8.537109375,-4.438720703125,54.010498046875,94.195068359375,12,13,13,13,19,48,48,54,54,55,55,57,57,57,66.3759765625,74.9130859375,70.474365234375,124.48486328125,218.679931640625
