condition,run,object_id,t_flir_detect,t_flir_log,t_streets_rx,t_kafka_produce,t_kafka_sdo_create,t_sdss_consume,t_sdss_send,t_kafka_sdsm_create,t_streets_sdsm_rx,t_streets_encode,t_pc2_tena_rx,t_pc2_tena_tx,sdsm_uper_hex,t_pc1_tena_rx,t_pc1_bus,t_immediate_fwd,t_rsu_broadcast,t_ros_inbound,t_ros_j3224,t_ros_fused,t_obu_radio_rx,stages_reached,reached_vehicle,last_stage_reached,d_flir_detect__flir_log_ms,d_flir_log__streets_rx_ms,d_streets_rx__kafka_produce_ms,d_kafka_produce__kafka_sdo_create_ms,d_kafka_sdo_create__sdss_consume_ms,d_sdss_consume__sdss_send_ms,d_sdss_send__kafka_sdsm_create_ms,d_kafka_sdsm_create__streets_sdsm_rx_ms,d_streets_sdsm_rx__streets_encode_ms,d_streets_encode__pc2_tena_rx_ms,d_pc2_tena_rx__pc2_tena_tx_ms,d_pc2_tena_tx__pc1_tena_rx_ms,d_pc1_tena_rx__pc1_bus_ms,d_pc1_bus__immediate_fwd_ms,d_immediate_fwd__rsu_broadcast_ms,d_rsu_broadcast__obu_radio_rx_ms,d_obu_radio_rx__ros_inbound_ms,d_ros_inbound__ros_j3224_ms,d_ros_j3224__ros_fused_ms,lat_flir_log_ms,lat_streets_rx_ms,lat_kafka_produce_ms,lat_kafka_sdo_create_ms,lat_sdss_consume_ms,lat_sdss_send_ms,lat_kafka_sdsm_create_ms,lat_streets_sdsm_rx_ms,lat_streets_encode_ms,lat_pc2_tena_rx_ms,lat_pc2_tena_tx_ms,lat_pc1_tena_rx_ms,lat_pc1_bus_ms,lat_immediate_fwd_ms,lat_rsu_broadcast_ms,lat_obu_radio_rx_ms,lat_ros_inbound_ms,lat_ros_j3224_ms,lat_ros_fused_ms
20sec,20sec_run3,6984,1789493808503,1789493808514,1789493808515,1789493808515,1789493808515,1789493808521,1789493808558,1789493808558,1789493808564,1789493808565,1789493808565,1789493808565,00293231313233343fdfaa5f192f6b5a4299b9055e7a9bd50e20000000000001605906d218480c66abfdcbfffff810e80020a50880,1789493808570,1789493808570,1789493808570,1789493808573.3708,1789493808593.248,1789493808604.2871,1789493808695.5847,1789493808586.501,20,True,t_ros_fused,11,1,0,0,6,37,0,6,1,0,0,5,0,0,3.370849609375,13.130126953125,6.7470703125,11.0390625,91.297607421875,11,12,12,12,18,55,55,61,62,62,62,67,67,67,70.370849609375,83.5009765625,90.248046875,101.287109375,192.584716796875
20sec,20sec_run3,6984,1789493808603,1789493808616,1789493808653,1789493808653,1789493808653,1789493808659,1789493808660,1789493808660,1789493808666,1789493808666,1789493808667,1789493808667,00293232313233343fdfaa5f192f84da4299b9055e7a9bd50e20000000000001605906d218500c66abfdcbfffff809300020a50880,1789493808670,1789493808671,1789493808671,1789493808672.7842,1789493808688.6052,1789493808703.6643,1789493808776.5359,1789493808681.2151,20,True,t_ros_fused,13,37,0,0,6,1,0,6,0,1,0,3,1,0,1.7841796875,8.430908203125,7.39013671875,15.05908203125,72.87158203125,13,50,50,50,56,57,57,63,63,64,64,67,68,68,69.7841796875,78.215087890625,85.605224609375,100.664306640625,173.535888671875
20sec,20sec_run3,6984,1789493808702,1789493808708,1789493808709,1789493808709,1789493808709,1789493808714,1789493808760,1789493808760,1789493808766,1789493808766,1789493808767,1789493808767,00293233313233343fdfaa5f192f9dda4299b9055e7a9bd50e20000000000001605906d218540c66abfdcbfffff804f80020aa0880,1789493808773,1789493808773,1789493808774,1789493808774.7891,1789493808799.7832,1789493808840.8391,1789493808870.9507,1789493808792.592,20,True,t_ros_fused,6,1,0,0,5,46,0,6,0,1,0,6,0,1,0.7890625,17.802978515625,7.191162109375,41.055908203125,30.111572265625,6,7,7,7,12,58,58,64,64,65,65,71,71,72,72.7890625,90.592041015625,97.783203125,138.839111328125,168.95068359375
20sec,20sec_run3,6984,1789493808803,1789493808809,1789493808810,1789493808810,1789493808810,1789493808816,1789493808860,1789493808860,1789493808865,1789493808865,1789493808866,1789493808866,00293234313233343fdfaa5f192fb6da4299b9055e7a9bd50e20000000000001605906d218500c66abfdd3fffff803f80020b40880,1789493808869,1789493808869,1789493808869,1789493808870.9351,1789493808887.6362,1789493808917.6392,1789493808988.3342,1789493808880.446,20,True,t_ros_fused,6,1,0,0,6,44,0,5,0,1,0,3,0,0,1.93505859375,9.510986328125,7.190185546875,30.0029296875,70.695068359375,6,7,7,7,13,57,57,62,62,63,63,66,66,66,67.93505859375,77.446044921875,84.63623046875,114.63916015625,185.334228515625
20sec,20sec_run3,6984,1789493808902,1789493808910,1789493808952,1789493808952,1789493808952,1789493808959,1789493808960,1789493808960,1789493808966,1789493808966,1789493808966,1789493808966,00293235313233343fdfaa5f192fcfda4299b9055e7a9bd50e20000000000001605906d218540c66bbfdd3fffff806f80020b90880,1789493808971,1789493808971,1789493808971,1789493808973.0698,1789493809002.9963,1789493809023.6184,1789493809074.0386,1789493808995.7222,20,True,t_ros_fused,8,42,0,0,7,1,0,6,0,0,0,5,0,0,2.06982421875,22.65234375,7.274169921875,20.6220703125,50.420166015625,8,50,50,50,57,58,58,64,64,64,64,69,69,69,71.06982421875,93.72216796875,100.996337890625,121.618408203125,172.03857421875
20sec,20sec_run3,6984,1789493809001,1789493809012,1789493809013,1789493809013,1789493809013,1789493809018,1789493809059,1789493809059,1789493809065,1789493809065,1789493809066,1789493809066,00293236313233343fdfaa5f192fe8da4299b9055e7a9bd50e20000000000001605906d218580c66c3fdd3fffff809e80020b40880,1789493809069,1789493809069,1789493809070,1789493809070.4771,1789493809088.0505,1789493809155.197,1789493809183.9973,1789493809080.688,20,True,t_ros_fused,11,1,0,0,5,41,0,6,0,1,0,3,0,1,0.47705078125,10.2109375,7.362548828125,67.146484375,28.80029296875,11,12,12,12,17,58,58,64,64,65,65,68,68,69,69.47705078125,79.68798828125,87.050537109375,154.197021484375,182.997314453125
20sec,20sec_run3,6984,1789493809101,1789493809113,1789493809114,1789493809114,1789493809114,1789493809120,1789493809160,1789493809160,1789493809165,1789493809165,1789493809166,1789493809166,00293237313233343fdfaa5f193001da4299b9055e7a9bd50e20000000000001605906d218580c66d3fdd3fffff80da80020aa0880,1789493809169,1789493809169,1789493809169,1789493809170.072,1789493809189.8562,1789493809217.6912,1789493809379.4656,1789493809182.2561,20,True,t_ros_fused,12,1,0,0,6,40,0,5,0,1,0,3,0,0,1.072021484375,12.18408203125,7.60009765625,27.8349609375,161.7744140625,12,13,13,13,19,59,59,64,64,65,65,68,68,68,69.072021484375,81.256103515625,88.856201171875,116.691162109375,278.465576171875
20sec,20sec_run3,6984,1789493809201,1789493809205,1789493809206,1789493809206,1789493809206,1789493809211,1789493809259,1789493809259,1789493809268,1789493809268,1789493809269,1789493809269,00293238313233343fdfaa5f19301ada4299b9055e7a9bd50e20000000000001605906d218580c66dbfdd3fffff810280020910880,1789493809272,1789493809273,1789493809273,1789493809275.135,1789493809299.1355,1789493809387.3794,1789493809389.2522,1789493809290.6699,20,True,t_ros_fused,4,1,0,0,5,48,0,9,0,1,0,3,1,0,2.135009765625,15.534912109375,8.465576171875,88.243896484375,1.872802734375,4,5,5,5,10,58,58,67,67,68,68,71,72,72,74.135009765625,89.669921875,98.135498046875,186.37939453125,188.252197265625
20sec,20sec_run3,6984,1789493809302,1789493809307,1789493809308,1789493809308,1789493809308,1789493809313,1789493809359,1789493809359,1789493809365,1789493809365,1789493809365,1789493809365,00293239313233343fdfaa5f193033da4299b9055e7a9bd50e20000000000001605906d218540c66e3fddbfffff812280020780880,1789493809368,1789493809368,1789493809369,1789493809369.792,1789493809386.3848,1789493809425.4146,1789493809475.6533,1789493809379.532,20,True,t_ros_fused,5,1,0,0,5,46,0,6,0,0,0,3,0,1,0.7919921875,9.739990234375,6.852783203125,39.02978515625,50.23876953125,5,6,6,6,11,57,57,63,63,63,63,66,66,67,67.7919921875,77.531982421875,84.384765625,123.41455078125,173.6533203125
20sec,20sec_run3,6984,1789493809403,1789493809408,1789493809409,1789493809409,1789493809409,1789493809415,1789493809460,1789493809460,1789493809466,1789493809466,1789493809466,1789493809466,0029323a313233343fdfaa5f19304cda4299b9055e7a9bd50e20000000000001605906d218500c66e3fde3fffff8102800206e0880,1789493809472,1789493809472,1789493809472,1789493809477.0491,1789493809496.9792,1789493809521.5935,1789493809574.8274,1789493809489.9089,20,True,t_ros_fused,5,1,0,0,6,45,0,6,0,0,0,6,0,0,5.049072265625,12.85986328125,7.0703125,24.6142578125,53.23388671875,5,6,6,6,12,57,57,63,63,63,63,69,69,69,74.049072265625,86.908935546875,93.979248046875,118.593505859375,171.827392578125
20sec,20sec_run3,6984,1789493809503,1789493809510,1789493809510,1789493809510,1789493809510,1789493809516,1789493809559,1789493809559,1789493809566,1789493809566,1789493809566,1789493809566,0029323b313233343fdfaa5f193065da4299b9055e7a9bd50e20000000000001605906d218500c66fbfde3fffff816a800205a0880,1789493809571,1789493809571,1789493809571,1789493809572.2771,1789493809596.2642,1789493809605.9353,1789493809679.6389,1789493809589.51,20,True,t_ros_fused,7,0,0,0,6,43,0,7,0,0,0,5,0,0,1.277099609375,17.23291015625,6.754150390625,9.671142578125,73.70361328125,7,7,7,7,13,56,56,63,63,63,63,68,68,68,69.277099609375,86.510009765625,93.26416015625,102.935302734375,176.638916015625
20sec,20sec_run3,6984,1789493809604,1789493809611,1789493809612,1789493809612,1789493809612,1789493809618,1789493809660,1789493809660,1789493809665,1789493809666,1789493809666,1789493809666,0029323c313233343fdfaa5f19307eda4299b9055e7a9bd50e20000000000001605906d2184c0c6713fddbfffff819e80020500880,1789493809668,1789493809669,1789493809669,1789493809670.146,1789493809686.2551,1789493809768.7737,1789493809825.0435,1789493809679.384,20,True,t_ros_fused,7,1,0,0,6,42,0,5,1,0,0,2,1,0,1.14599609375,9.238037109375,6.87109375,82.5185546875,56.269775390625,7,8,8,8,14,56,56,61,62,62,62,64,65,65,66.14599609375,75.384033203125,82.255126953125,164.773681640625,221.04345703125
20sec,20sec_run3,6984,1789493809704,1789493809712,1789493809713,1789493809713,1789493809713,1789493809719,1789493809760,1789493809760,1789493809765,1789493809765,1789493809766,1789493809766,0029323d313233343fdfaa5f193097da4299b9055e7a9bd50e20000000000001605906d2184c0c6723fddbfffff81ba80020460880,1789493809769,1789493809769,1789493809770,1789493809770.8608,,,,,16,False,t_rsu_broadcast,8,1,0,0,6,41,0,5,0,1,0,3,0,1,0.86083984375,,,,,8,9,9,9,15,56,56,61,61,62,62,65,65,66,66.86083984375,,,,
20sec,20sec_run3,6984,1789493809804,1789493809814,1789493809854,1789493809854,1789493809854,1789493809860,1789493809861,1789493809861,1789493809867,1789493809867,1789493809867,1789493809867,0029323e313233343fdfaa5f1930b11a4299b9055e7a9bd50e20000000000001605906d218500c672bfde3fffff81be8002040f880,1789493809871,1789493809871,1789493809872,1789493809872.792,1789493809909.2075,1789493810003.3022,1789493810104.3894,1789493809902.168,20,True,t_ros_fused,10,40,0,0,6,1,0,6,0,0,0,4,0,1,0.7919921875,29.3759765625,7.03955078125,94.0947265625,101.087158203125,10,50,50,50,56,57,57,63,63,63,63,67,67,68,68.7919921875,98.16796875,105.20751953125,199.30224609375,300.389404296875
20sec,20sec_run3,6984,1789493809902,1789493809915,1789493809916,1789493809916,1789493809916,1789493809922,1789493809961,1789493809961,1789493809967,1789493809968,1789493809968,1789493809968,0029323f313233343fdfaa5f1930ca1a4299b9055e7a9bd50e20000000000001605906d218580c672bfde3fffff81a6800203c0880,1789493809974,1789493809974,1789493809975,1789493809977.314,1789493810003.4246,1789493810026.1941,1789493810104.3894,1789493809995.9668,20,True,t_ros_fused,13,1,0,0,6,39,0,6,1,0,0,6,0,1,2.31396484375,18.65283203125,7.457763671875,22.76953125,78.1953125,13,14,14,14,20,59,59,65,66,66,66,72,72,73,75.31396484375,93.966796875,101.424560546875,124.194091796875,202.389404296875
20sec,20sec_run3,6984,1789493810002,1789493810006,1789493810007,1789493810007,1789493810007,1789493810012,1789493810061,1789493810061,1789493810067,1789493810067,1789493810067,1789493810067,00293240313233343fdfaa5f1930e31a4299b9055e7a9bd50e20000000000001605906d218580c672bfdebfffff8116800203c0880,1789493810070,1789493810070,1789493810071,1789493810073.0181,1789493810100.2019,1789493810106.1499,1789493810174.8967,1789493810093.4719,20,True,t_ros_fused,4,1,0,0,5,49,0,6,0,0,0,3,0,1,2.01806640625,20.453857421875,6.72998046875,5.947998046875,68.746826171875,4,5,5,5,10,59,59,65,65,65,65,68,68,69,71.01806640625,91.471923828125,98.201904296875,104.14990234375,172.896728515625
20sec,20sec_run3,6984,1789493810103,1789493810107,1789493810108,1789493810108,1789493810108,1789493810114,1789493810161,1789493810161,1789493810167,1789493810167,1789493810167,1789493810167,00293241313233343fdfaa5f1930fc1a4299b9055e7a9bd50e20000000000001605906d218540c672bfdebfffff80b28002040f880,1789493810170,1789493810171,1789493810171,1789493810172.1958,1789493810191.2544,1789493810215.2019,1789493810285.0955,1789493810184.3369,20,True,t_ros_fused,4,1,0,0,6,47,0,6,0,0,0,3,1,0,1.19580078125,12.14111328125,6.91748046875,23.947509765625,69.8935546875,4,5,5,5,11,58,58,64,64,64,64,67,68,68,69.19580078125,81.3369140625,88.25439453125,112.201904296875,182.095458984375
20sec,20sec_run3,6984,1789493810202,1789493810218,1789493810219,1789493810219,1789493810219,1789493810225,1789493810261,1789493810261,1789493810267,1789493810267,1789493810268,1789493810268,00293242313233343fdfaa5f1931151a4299b9055e7a9bd50e20000000000001605906d218580c674bfdebfffff80f28002040f880,1789493810271,1789493810271,1789493810272,1789493810274.2568,1789493810292.6538,1789493810304.9819,1789493810390.6318,1789493810285.9531,20,True,t_ros_fused,16,1,0,0,6,36,0,6,0,1,0,3,0,1,2.2568359375,11.6962890625,6.70068359375,12.328125,85.64990234375,16,17,17,17,23,59,59,65,65,66,66,69,69,70,72.2568359375,83.953125,90.65380859375,102.98193359375,188.6318359375
20sec,20sec_run4,7730,1789494123822,1789494123868,1789494123868,1789494123869,1789494123869,1789494123875,1789494123875,1789494123875,1789494123881,1789494123881,1789494123881,1789494123881,00293243313233343fdfaa5f1a83c8da4299b9055e7a9bd50e200000000000016059078c98440c66bbfd33fffff831680023d90880,1789494123884,1789494123884,1789494123885,1789494123887.073,1789494123901.1313,1789494123930.1335,1789494123986.2297,1789494123895.082,20,True,t_ros_fused,46,0,1,0,6,0,0,6,0,0,0,3,0,1,2.072998046875,8.009033203125,6.04931640625,29.002197265625,56.09619140625,46,46,47,47,53,53,53,59,59,59,59,62,62,63,65.072998046875,73.08203125,79.13134765625,108.133544921875,164.229736328125
20sec,20sec_run4,7730,1789494123923,1789494123929,1789494123930,1789494123930,1789494123930,1789494123940,1789494123976,1789494123976,1789494123983,1789494123984,1789494123984,1789494123984,00293244313233343fdfaa5f1a83e1da4299b9055e7a9bd50e200000000000016059078c98400c66b3fd33fffff80ea80023d90880,1789494123986,1789494123986,1789494123986,1789494123989.344,1789494124009.8833,1789494124021.521,1789494124089.2388,1789494124004.4302,20,True,t_ros_fused,6,1,0,0,10,36,0,7,1,0,0,2,0,0,3.343994140625,15.086181640625,5.453125,11.6376953125,67.7177734375,6,7,7,7,17,53,53,60,61,61,61,63,63,63,66.343994140625,81.43017578125,86.88330078125,98.52099609375,166.23876953125
20sec,20sec_run4,7730,1789494124022,1789494124030,1789494124031,1789494124031,1789494124031,1789494124037,1789494124076,1789494124076,1789494124082,1789494124082,1789494124083,1789494124083,00293245313233343fdfaa5f1a83fada4299b9055e7a9bd50e200000000000016059078c98440c66a3fd33fffff810e80023d90880,1789494124086,1789494124086,1789494124087,1789494124089.0232,1789494124105.1301,1789494124197.5493,1789494124313.1926,1789494124099.188,20,True,t_ros_fused,8,1,0,0,6,39,0,6,0,1,0,3,0,1,2.023193359375,10.164794921875,5.942138671875,92.419189453125,115.643310546875,8,9,9,9,15,54,54,60,60,61,61,64,64,65,67.023193359375,77.18798828125,83.130126953125,175.54931640625,291.192626953125
20sec,20sec_run4,7730,1789494124121,1789494124132,1789494124133,1789494124133,1789494124133,1789494124139,1789494124176,1789494124176,1789494124181,1789494124181,1789494124182,1789494124182,00293246313233343fdfaa5f1a8413da4299b9055e7a9bd50e200000000000016059078c98480c66a3fd2bfffff810e80023cef880,1789494124185,1789494124185,1789494124185,1789494124187.3191,1789494124210.1331,1789494124353.2358,1789494124354.0227,1789494124204.666,20,True,t_ros_fused,11,1,0,0,6,37,0,5,0,1,0,3,0,0,2.319091796875,17.346923828125,5.467041015625,143.102783203125,0.786865234375,11,12,12,12,18,55,55,60,60,61,61,64,64,64,66.319091796875,83.666015625,89.133056640625,232.23583984375,233.022705078125
20sec,20sec_run4,7730,1789494124221,1789494124233,1789494124234,1789494124234,1789494124234,1789494124239,1789494124275,1789494124275,1789494124281,1789494124281,1789494124282,1789494124282,00293247313233343fdfaa5f1a842cda4299b9055e7a9bd50e200000000000016059078c98480c66a3fd2bfffff810680023cef880,1789494124285,1789494124285,1789494124285,1789494124286.6189,1789494124306.1807,1789494124354.2764,1789494124424.6172,1789494124300.4219,20,True,t_ros_fused,12,1,0,0,5,36,0,6,0,1,0,3,0,0,1.618896484375,13.802978515625,5.7587890625,48.095703125,70.3408203125,12,13,13,13,18,54,54,60,60,61,61,64,64,64,65.618896484375,79.421875,85.1806640625,133.2763671875,203.6171875
20sec,20sec_run4,7730,1789494124321,1789494124324,1789494124325,1789494124325,1789494124325,1789494124331,1789494124375,1789494124375,1789494124381,1789494124381,1789494124382,1789494124382,00293248313233343fdfaa5f1a8445da4299b9055e7a9bd50e200000000000016059078c98480c669bfd23fffff80da80023cef880,1789494124384,1789494124384,1789494124385,1789494124386.894,1789494124404.5486,1789494124434.2722,1789494124486.3591,1789494124399.0359,20,True,t_ros_fused,3,1,0,0,6,44,0,6,0,1,0,2,0,1,1.89404296875,12.141845703125,5.5126953125,29.7236328125,52.0869140625,3,4,4,4,10,54,54,60,60,61,61,63,63,64,65.89404296875,78.035888671875,83.548583984375,113.272216796875,165.359130859375
20sec,20sec_run4,7730,1789494124421,1789494124425,1789494124426,1789494124426,1789494124426,1789494124432,1789494124475,1789494124475,1789494124481,1789494124481,1789494124481,1789494124481,00293249313233343fdfaa5f1a845eda4299b9055e7a9bd50e200000000000016059078c98480c6693fd23fffff80c680023cef880,1789494124484,1789494124484,1789494124484,1789494124485.5261,1789494124506.2305,1789494124513.4856,1789494124595.3406,1789494124500.666,20,True,t_ros_fused,4,1,0,0,6,43,0,6,0,0,0,3,0,0,1.526123046875,15.139892578125,5.564453125,7.255126953125,81.85498046875,4,5,5,5,11,54,54,60,60,60,60,63,63,63,64.526123046875,79.666015625,85.23046875,92.485595703125,174.340576171875
20sec,20sec_run4,7730,1789494124522,1789494124527,1789494124528,1789494124528,1789494124528,1789494124534,1789494124575,1789494124575,1789494124581,1789494124581,1789494124582,1789494124582,0029324a313233343fdfaa5f1a8477da4299b9055e7a9bd50e200000000000016059078c98440c667bfd23fffff80fa80023cef880,1789494124585,1789494124585,1789494124585,1789494124587.2241,1789494124605.3623,1789494124616.0469,1789494124693.9949,1789494124599.2688,20,True,t_ros_fused,5,1,0,0,6,41,0,6,0,1,0,3,0,0,2.22412109375,12.044677734375,6.093505859375,10.6845703125,77.947998046875,5,6,6,6,12,53,53,59,59,60,60,63,63,63,65.22412109375,77.268798828125,83.3623046875,94.046875,171.994873046875
20sec,20sec_run4,7730,1789494124623,1789494124628,1789494124629,1789494124629,1789494124629,1789494124635,1789494124676,1789494124676,1789494124682,1789494124682,1789494124683,1789494124683,0029324b313233343fdfaa5f1a8490da4299b9055e7a9bd50e200000000000016059078c98400c666bfd1bfffff814680023d3f880,1789494124686,1789494124686,1789494124686,1789494124687.937,1789494124706.366,1789494124715.0544,1789494124894.6262,1789494124700.885,20,True,t_ros_fused,5,1,0,0,6,41,0,6,0,1,0,3,0,0,1.93701171875,12.947998046875,5.48095703125,8.6884765625,179.57177734375,5,6,6,6,12,53,53,59,59,60,60,63,63,63,64.93701171875,77.885009765625,83.365966796875,92.054443359375,271.626220703125
20sec,20sec_run4,7730,1789494124723,1789494124730,1789494124731,1789494124731,1789494124731,1789494124739,1789494124775,1789494124775,1789494124782,1789494124782,1789494124783,1789494124783,0029324c313233343fdfaa5f1a84a9da4299b9055e7a9bd50e200000000000016059078c98400c6663fd1bfffff814a80023d3f880,1789494124785,1789494124786,1789494124786,1789494124787.646,1789494124808.0547,1789494124897.2573,1789494124907.6238,1789494124802.429,20,True,t_ros_fused,7,1,0,0,8,36,0,7,0,1,0,2,1,0,1.64599609375,14.782958984375,5.625732421875,89.20263671875,10.366455078125,7,8,8,8,16,52,52,59,59,60,60,62,63,63,64.64599609375,79.428955078125,85.0546875,174.25732421875,184.623779296875
20sec,20sec_run4,7730,1789494124833,1789494124843,1789494124844,1789494124844,1789494124844,1789494124850,1789494124875,1789494124875,1789494124881,1789494124881,1789494124881,1789494124881,0029324d313233343fdfaa5f1a84c2da4299b9055e7a9bd50e200000000000016059078c98180c6663fd1bfffff812280023e30880,1789494124884,1789494124884,1789494124885,1789494124886.7542,1789494124909.3953,1789494124917.021,1789494124990.9509,1789494124903.979,20,True,t_ros_fused,10,1,0,0,6,25,0,6,0,0,0,3,0,1,1.754150390625,17.224853515625,5.416259765625,7.625732421875,73.929931640625,10,11,11,11,17,42,42,48,48,48,48,51,51,52,53.754150390625,70.97900390625,76.395263671875,84.02099609375,157.950927734375
20sec,20sec_run4,7730,1789494124924,1789494124935,1789494124935,1789494124935,1789494124935,1789494124941,1789494124975,1789494124975,1789494124981,1789494124981,1789494124982,1789494124982,0029324e313233343fdfaa5f1a84dbda4299b9055e7a9bd50e200000000000016059078c983c0c6663fd1bfffff80ea80023de0880,1789494124984,1789494124985,1789494124985,1789494124987.896,1789494125003.2888,1789494125015.5403,1789494125085.1931,1789494124997.7341,20,True,t_ros_fused,11,0,0,0,6,34,0,6,0,1,0,2,1,0,2.89599609375,9.838134765625,5.5546875,12.25146484375,69.65283203125,11,11,11,11,17,51,51,57,57,58,58,60,61,61,63.89599609375,73.734130859375,79.288818359375,91.540283203125,161.193115234375
20sec,20sec_run4,7730,1789494125023,1789494125036,1789494125037,1789494125037,1789494125037,1789494125043,1789494125075,1789494125075,1789494125082,1789494125082,1789494125083,1789494125083,0029324f313233343fdfaa5f1a84f4da4299b9055e7a9bd50e200000000000016059078c98400c665bfd1bfffff809e80023d90880,1789494125086,1789494125086,1789494125086,1789494125088.2671,1789494125103.885,1789494125147.543,1789494125195.4036,1789494125098.3411,20,True,t_ros_fused,13,1,0,0,6,32,0,7,0,1,0,3,0,0,2.26708984375,10.073974609375,5.5439453125,43.657958984375,47.860595703125,13,14,14,14,20,52,52,59,59,60,60,63,63,63,65.26708984375,75.341064453125,80.885009765625,124.54296875,172.403564453125
20sec,20sec_run4,7730,1789494125121,1789494125127,1789494125128,1789494125128,1789494125128,1789494125134,1789494125176,1789494125176,1789494125184,1789494125184,1789494125185,1789494125185,00293250313233343fdfaa5f1a850dda4299b9055e7a9bd50e200000000000016059078c98480c6653fd1bfffff808700023d3f880,1789494125187,1789494125187,1789494125187,1789494125189.9221,1789494125205.4509,1789494125208.0676,1789494125294.9697,1789494125199.9641,20,True,t_ros_fused,6,1,0,0,6,42,0,8,0,1,0,2,0,0,2.922119140625,10.0419921875,5.48681640625,2.61669921875,86.902099609375,6,7,7,7,13,55,55,63,63,64,64,66,66,66,68.922119140625,78.964111328125,84.450927734375,87.067626953125,173.9697265625
20sec,20sec_run4,7730,1789494125221,1789494125232,1789494125232,1789494125232,1789494125232,1789494125242,1789494125275,1789494125275,1789494125282,1789494125282,1789494125282,1789494125282,00293251313233343fdfaa5f1a8526da4299b9055e7a9bd50e200000000000016059078c98480c6633fd1bfffff810280023cef880,1789494125285,1789494125285,1789494125285,1789494125286.7639,1789494125302.0745,1789494125311.6318,1789494125391.7634,1789494125296.5789,20,True,t_ros_fused,11,0,0,0,10,33,0,7,0,0,0,3,0,0,1.763916015625,9.81494140625,5.49560546875,9.557373046875,80.131591796875,11,11,11,11,21,54,54,61,61,61,61,64,64,64,65.763916015625,75.578857421875,81.074462890625,90.6318359375,170.763427734375
20sec,20sec_run4,7730,1789494125322,1789494125333,1789494125333,1789494125333,1789494125333,1789494125341,1789494125376,1789494125376,1789494125382,1789494125382,1789494125382,1789494125382,00293252313233343fdfaa5f1a853fda4299b9055e7a9bd50e200000000000016059078c98440c6623fd1bfffff813680023c50880,1789494125385,1789494125385,1789494125386,1789494125387.1018,1789494125402.7158,1789494125442.1384,1789494125497.0012,1789494125397.1929,20,True,t_ros_fused,11,0,0,0,8,35,0,6,0,0,0,3,0,1,1.101806640625,10.091064453125,5.52294921875,39.422607421875,54.86279296875,11,11,11,11,19,54,54,60,60,60,60,63,63,64,65.101806640625,75.19287109375,80.7158203125,120.138427734375,175.001220703125
20sec,20sec_run4,7730,1789494125422,1789494125434,1789494125435,1789494125435,1789494125435,1789494125441,1789494125475,1789494125475,1789494125481,1789494125482,1789494125483,1789494125483,00293253313233343fdfaa5f1a8558da4299b9055e7a9bd50e200000000000016059078c98440c6623fd1bfffff813680023bb0880,1789494125486,1789494125486,1789494125486,1789494125489.7659,1789494125506.5813,1789494125514.4243,1789494125590.2551,1789494125500.812,20,True,t_ros_fused,12,1,0,0,6,34,0,6,1,1,0,3,0,0,3.765869140625,11.046142578125,5.769287109375,7.843017578125,75.830810546875,12,13,13,13,19,53,53,59,60,61,61,64,64,64,67.765869140625,78.81201171875,84.581298828125,92.42431640625,168.255126953125
20sec,20sec_run4,7730,1789494125523,1789494125528,1789494125529,1789494125529,1789494125529,1789494125534,1789494125575,1789494125575,1789494125581,1789494125581,1789494125581,1789494125581,00293254313233343fdfaa5f1a8571da4299b9055e7a9bd50e200000000000016059078c98400c6623fd13fffff812280023b60880,1789494125584,1789494125584,1789494125585,1789494125586.9651,1789494125605.1433,1789494125619.5325,1789494125690.3611,1789494125599.439,20,True,t_ros_fused,5,1,0,0,5,41,0,6,0,0,0,3,0,1,1.965087890625,12.473876953125,5.704345703125,14.38916015625,70.82861328125,5,6,6,6,11,52,52,58,58,58,58,61,61,62,63.965087890625,76.43896484375,82.143310546875,96.532470703125,167.361083984375
20sec,20sec_run4,7730,1789494125624,1789494125629,1789494125630,1789494125630,1789494125630,1789494125636,1789494125675,1789494125676,1789494125681,1789494125681,1789494125681,1789494125681,00293255313233343fdfaa5f1a858ada4299b9055e7a9bd50e200000000000016059078c983c0c6623fd13fffff810680023b10880,1789494125683,1789494125684,1789494125684,1789494125686.2339,1789494125701.8162,1789494125732.9424,1789494125797.9861,1789494125696.0449,20,True,t_ros_fused,5,1,0,0,6,39,1,5,0,0,0,2,1,0,2.23388671875,9.81103515625,5.771240234375,31.126220703125,65.043701171875,5,6,6,6,12,51,52,57,57,57,57,59,60,60,62.23388671875,72.044921875,77.816162109375,108.9423828125,173.986083984375
20sec,20sec_run4,7730,1789494125724,1789494125730,1789494125731,1789494125731,1789494125731,1789494125737,1789494125776,1789494125776,1789494125781,1789494125781,1789494125782,1789494125782,00293256313233343fdfaa5f1a85a3da4299b9055e7a9bd50e200000000000016059078c983c0c6613fd13fffff80b280023abf880,1789494125785,1789494125785,1789494125785,1789494125787.811,1789494125810.5945,1789494125818.8643,1789494125891.9998,1789494125804.5271,20,True,t_ros_fused,6,1,0,0,6,39,0,5,0,1,0,3,0,0,2.81103515625,16.716064453125,6.0673828125,8.269775390625,73.135498046875,6,7,7,7,13,52,52,57,57,58,58,61,61,61,63.81103515625,80.527099609375,86.594482421875,94.8642578125,167.999755859375
